floe_id,scale,rotation,area,convex_area,major_axis_length,minor_axis_length,adr_area,adr_convex_area,adr_major_axis_length,adr_minor_axis_length,est_rotation,mismatch,recall,normalized_sd
1,1.0,-45.0,407.0,436.0,25.087253576992175,21.118945693762466,0.01734820322180917,0.03976608187134503,0.007403089857522923,0.013115333755857465,0.0,0.0,12.985257985257986,0.28255528255528256
1,1.0,-42.0,397.0,418.0,24.796530341260357,20.81552873861995,0.0075282308657465494,0.0023894862604540022,0.0042530236642999205,0.0013557336895393675,0.0,0.0,13.337531486146096,0.26448362720403024
1,1.0,-39.0,396.0,422.0,24.842007809710772,20.780263412736755,0.010050251256281407,0.007134363852556481,0.0024206831847341887,0.00305135180799198,0.0,0.0,13.373737373737374,0.26262626262626265
1,1.0,-36.0,400.0,422.0,24.822538619783654,20.93123447074608,0.0,0.007134363852556481,0.0032047093590707836,0.004187493495037987,0.0,0.0,13.26,0.24
1,1.0,-33.0,401.0,429.0,24.859534119615628,20.967588609225235,0.0024968789013732834,0.02358490566037736,0.0017154216966576224,0.005922812551532862,0.0,0.0,13.239401496259351,0.22693266832917705
1,1.0,-30.0,400.0,431.0,24.997796380081528,20.800124426069736,0.0,0.02823529411764706,0.0038309036373204595,0.0020960465494970016,0.0,0.0,13.28,0.22
1,1.0,-27.0,402.0,437.0,25.176465487399792,20.780388685107283,0.004987531172069825,0.04205607476635514,0.010952771562167306,0.0030453234098227304,0.0,0.0,13.228855721393035,0.20398009950248755
1,1.0,-24.0,400.0,432.0,24.937956824348788,20.84621570997757,0.0,0.03055229142185664,0.0014342451433019716,0.00011741502206572863,0.0,0.0,13.32,0.18
1,1.0,-21.0,399.0,434.0,24.878900212286673,20.955802004120898,0.0025031289111389237,0.035169988276670575,0.0009367045877817256,0.005360524464737268,0.0,0.0,13.355889724310776,0.17794486215538846
1,1.0,-18.0,402.0,429.0,24.98775121506576,20.92774588131576,0.004987531172069825,0.02358490566037736,0.0034289821816007506,0.004020811233954368,0.0,0.0,13.288557213930348,0.14427860696517414
1,1.0,-15.0,400.0,436.0,25.061613859697598,20.806871719396295,0.0,0.03976608187134503,0.006380557711665928,0.0017717122938446137,0.0,0.0,13.365,0.135
1,1.0,-12.0,402.0,425.0,24.969013969543962,20.93736248206525,0.004987531172069825,0.014218009478672985,0.00267884544140888,0.004480218020025032,0.0,0.0,13.333333333333334,0.09950248756218906
1,1.0,-9.0,398.0,430.0,24.87699079874285,20.864154681570295,0.005012531328320802,0.02591283863368669,0.0010134558247456244,0.000977583412303117,0.0,0.0,13.487437185929648,0.08040201005025126
1,1.0,-6.0,400.0,427.0,24.803714018607433,20.99975644818618,0.0,0.018912529550827423,0.003963361902859756,0.007455789383404665,0.0,0.0,13.44,0.06
1,1.0,-3.0,402.0,424.0,25.096763620846374,20.831525645274635,0.004987531172069825,0.011862396204033215,0.007782091277225364,0.0005875207291816912,0.0,0.0,13.388059701492537,0.04477611940298507
1,1.0,0.0,400.0,419.0,24.90221531193489,20.843768194787522,0.0,0.0,0.0,0.0,0.0,0.0,13.5,0.0
1,1.0,3.0,401.0,419.0,24.741494572858368,21.08437761253235,0.0024968789013732834,0.0,0.006474968911449223,0.011477226722619449,0.0,0.0,13.423940149625935,0.04239401496259352
1,1.0,6.0,400.0,420.0,25.055758515239983,20.741286489173692,0.0,0.0023837902264600714,0.006146894741418596,0.004928775801435001,0.0,0.0,13.44,0.06
1,1.0,9.0,401.0,429.0,24.903426620192622,20.954407243985894,0.0024968789013732834,0.02358490566037736,4.86414073082058e-5,0.005293965491887948,0.0,0.0,13.384039900249377,0.08229426433915212
1,1.0,12.0,402.0,437.0,25.055408595282977,20.853197380289657,0.004987531172069825,0.04205607476635514,0.006132929125396402,0.00045227202373552514,0.0,0.0,13.333333333333334,0.09950248756218906
1,1.0,15.0,402.0,436.0,25.007770855749143,20.914828230928343,0.004987531172069825,0.03976608187134503,0.004229836628670534,0.0034033728249094498,0.0,0.0,13.298507462686567,0.13432835820895522
1,1.0,18.0,401.0,431.0,24.93149862765084,20.921788909507786,0.0024968789013732834,0.02823529411764706,0.0011752411530656268,0.0037361270927349813,0.0,0.0,13.334164588528678,0.13216957605985039
1,1.0,21.0,399.0,425.0,24.92854954033714,20.755218618515695,0.0025031289111389237,0.014218009478672985,0.0010569465863236244,0.004257294855244373,0.0,0.0,13.36591478696742,0.16791979949874686
1,1.0,24.0,399.0,428.0,24.886133586409525,20.897768703868834,0.0025031289111389237,0.021251475796930343,0.0006460035683528674,0.0025873752187141313,0.0,0.0,13.350877192982455,0.18295739348370926
1,1.0,27.0,403.0,445.0,25.09798012347425,20.858978954319483,0.007471980074719801,0.06018518518518518,0.007830561854193301,0.000729484773632536,0.0,0.0,13.198511166253102,0.20099255583126552
1,1.0,30.0,399.0,424.0,24.933249586260388,20.821143216686618,0.0025031289111389237,0.011862396204033215,0.0012454694418481515,0.0010860446996977457,0.0,0.0,13.31578947368421,0.21804511278195488
1,1.0,33.0,397.0,420.0,24.72314709512176,20.855773991397058,0.0075282308657465494,0.0023837902264600714,0.007216802381987849,0.0005758239050170464,0.0,0.0,13.3727959697733,0.22921914357682618
1,1.0,36.0,404.0,428.0,25.049098020933187,20.97206857702034,0.009950248756218905,0.021251475796930343,0.005881034919722476,0.0061364493520942205,0.0,0.0,13.118811881188119,0.24752475247524752
1,1.0,39.0,400.0,428.0,24.989994680067973,20.830073593009082,0.0,0.021251475796930343,0.003518760469706766,0.0006572277088430002,0.0,0.0,13.23,0.27
1,1.0,42.0,398.0,428.0,24.936368018453578,20.73571991853429,0.005012531328320802,0.021251475796930343,0.001370532797543036,0.005197191266941739,0.0,0.0,13.301507537688442,0.2663316582914573
1,1.0,45.0,404.0,427.0,25.098598301089286,20.9919127887956,0.009950248756218905,0.018912529550827423,0.00785519174444968,0.007082212624492031,0.0,0.0,13.084158415841584,0.28217821782178215
2,1.0,-45.0,546.0,593.0,32.431122793752124,22.0555220523095,0.0018331805682859762,0.036051502145922745,0.005648381827004516,8.232044998077914e-5,0.0,0.0,14.272893772893774,0.3974358974358974
2,1.0,-42.0,549.0,591.0,32.43464848205778,22.111545311986646,0.007312614259597806,0.03267411865864144,0.005757088146964199,0.002619199622655476,0.0,0.0,14.225865209471767,0.36429872495446264
2,1.0,-39.0,546.0,577.0,32.34416709428397,22.082558620393534,0.0018331805682859762,0.008703220191470844,0.002963551370059232,0.0013074107549741504,0.0,0.0,14.320512820512821,0.3498168498168498
2,1.0,-36.0,547.0,587.0,32.16716421833026,22.188909806141837,0.003663003663003663,0.025884383088869714,0.0025239561217877595,0.0061119034484054206,0.0,0.0,14.321755027422304,0.3217550274223035
2,1.0,-33.0,548.0,595.0,32.42830073219848,22.066637865288232,0.0054894784995425435,0.03941730934018852,0.0055613616458776854,0.0005861857578167806,0.0,0.0,14.308394160583942,0.3083941605839416
2,1.0,-30.0,545.0,591.0,32.29386667271609,22.06224841756035,0.0,0.03267411865864144,0.0014071807258707089,0.00038724815260979056,0.0,0.0,14.41834862385321,0.27889908256880735
2,1.0,-27.0,540.0,584.0,32.12172989042751,21.978113810767823,0.009216589861751152,0.020761245674740483,0.0039373951193983755,0.0034335485212875043,0.0,0.0,14.575925925925926,0.2574074074074074
2,1.0,-24.0,544.0,586.0,32.235134355664165,22.0671669360702,0.0018365472910927456,0.024179620034542316,0.0004131581807448,0.0006101615168542043,0.0,0.0,14.494485294117647,0.22977941176470587
2,1.0,-21.0,544.0,589.0,32.260887857611934,22.00581336416625,0.0018365472910927456,0.029285099052540915,0.0003854493019904241,0.002174020166908731,0.0,0.0,14.520220588235293,0.20404411764705882
2,1.0,-18.0,543.0,590.0,32.214502549073025,22.05114752744039,0.003676470588235294,0.03098106712564544,0.0010534039707026162,0.00011604070134793643,0.0,0.0,14.570902394106813,0.18047882136279927
2,1.0,-15.0,546.0,596.0,32.24822899912313,22.120225884183156,0.0018331805682859762,0.0410958904109589,7.017968193404764e-6,0.0030117027869253103,0.0,0.0,14.510989010989011,0.15934065934065933
2,1.0,-12.0,543.0,577.0,32.07596609955752,22.098840434256434,0.003676470588235294,0.008703220191470844,0.005363102025846279,0.0020444540958913173,0.0,0.0,14.615101289134438,0.13627992633517497
2,1.0,-9.0,544.0,576.0,32.24577576654903,22.059762414661087,0.0018365472910927456,0.006968641114982578,8.30942665300809e-5,0.00027456050368836746,0.0,0.0,14.626838235294118,0.0974264705882353
2,1.0,-6.0,543.0,581.0,32.27232727148345,21.981899336527952,0.003676470588235294,0.015611448395490026,0.0007399772154976683,0.003261323133185368,0.0,0.0,14.681399631675875,0.06998158379373849
2,1.0,-3.0,545.0,577.0,32.17781702223269,22.145344611531495,0.0,0.008703220191470844,0.0021928412793493592,0.004146609607017918,0.0,0.0,14.638532110091743,0.05871559633027523
2,1.0,0.0,545.0,572.0,32.24845531696268,22.053706506537864,0.0,0.0,0.0,0.0,0.0,0.0,14.697247706422019,0.0
2,1.0,3.0,545.0,587.0,32.17649915220792,22.1950500519279,0.0,0.025884383088869714,0.002233797923418005,0.006388588352907924,0.0,0.0,14.63119266055046,0.06605504587155964
2,1.0,6.0,547.0,591.0,32.280918893213844,22.152968854464902,0.003663003663003663,0.03267411865864144,0.0010061642979962713,0.004490830722574664,0.0,0.0,14.574040219378428,0.06946983546617916
2,1.0,9.0,544.0,585.0,32.24395190620748,22.07262638125271,0.0018365472910927456,0.02247191011235955,0.0001396570836508522,0.000857532157179627,0.0,0.0,14.619485294117647,0.10477941176470588
2,1.0,12.0,547.0,586.0,32.3634614024748,22.099966313084682,0.003663003663003663,0.024179620034542316,0.003559903229972319,0.0020954001600636623,0.0,0.0,14.515539305301646,0.12797074954296161
2,1.0,15.0,544.0,592.0,32.27638085682371,22.083629406128004,0.0018365472910927456,0.03436426116838488,0.0008655749171004674,0.0013558996695835165,0.0,0.0,14.571691176470589,0.15257352941176472
2,1.0,18.0,545.0,588.0,32.26044873324405,22.084375124037425,0.0,0.027586206896551724,0.00037183754577598,0.0013896669889846979,0.0,0.0,14.524770642201835,0.1724770642201835
2,1.0,21.0,543.0,596.0,32.22155811243945,22.10322699632381,0.003676470588235294,0.0410958904109589,0.0008344097695181674,0.0022429315560481664,0.0,0.0,14.548802946593002,0.20257826887661143
2,1.0,24.0,549.0,591.0,32.388114888605706,22.113557456617663,0.007312614259597806,0.03267411865864144,0.004321379404843208,0.0027101950498779662,0.0,0.0,14.367941712204008,0.2222222222222222
2,1.0,27.0,542.0,594.0,32.16390738835235,22.051396704746793,0.005519779208831647,0.03773584905660377,0.0026252081140739642,0.00010474079518672237,0.0,0.0,14.518450184501845,0.26014760147601473
2,1.0,30.0,545.0,594.0,32.32685250997058,22.029241692636308,0.0,0.03773584905660377,0.002428085769811745,0.0011099445432288162,0.0,0.0,14.41834862385321,0.27889908256880735
2,1.0,33.0,548.0,591.0,32.379384463552526,22.08800956010961,0.0054894784995425435,0.03267411865864144,0.00405178780644674,0.0015542238330723214,0.0,0.0,14.319343065693431,0.29744525547445255
2,1.0,36.0,545.0,583.0,32.18628309256677,22.118167449991635,0.0,0.01904761904761905,0.0019297734709735606,0.0029186420081343187,0.0,0.0,14.374311926605504,0.3229357798165138
2,1.0,39.0,545.0,595.0,32.13868000197153,22.236142740146033,0.0,0.03941730934018852,0.0034098524323964625,0.008238286501814088,0.0,0.0,14.346788990825688,0.3504587155963303
2,1.0,42.0,547.0,595.0,32.364965375279986,22.17499530287926,0.003663003663003663,0.03941730934018852,0.003606373322107393,0.005484619325434125,0.0,0.0,14.274223034734918,0.3692870201096892
2,1.0,45.0,550.0,589.0,32.47525067113508,22.190497809208658,0.0091324200913242,0.029285099052540915,0.007008107793274433,0.006183467633165676,0.0,0.0,14.183636363636364,0.38
3,1.0,-45.0,243.0,255.0,19.704249426200523,15.80555209532965,0.004123711340206186,0.019801980198019802,0.010604801504108065,0.002136122099786377,0.0,0.0,13.62551440329218,0.20164609053497942
3,1.0,-42.0,247.0,257.0,19.677207504799963,16.08181818142995,0.02044989775051125,0.027613412228796843,0.009231502410134033,0.015191636507670551,0.0,0.0,13.412955465587045,0.1902834008097166
3,1.0,-39.0,243.0,253.0,19.583809340663734,15.872759021065955,0.004123711340206186,0.011928429423459244,0.0044737448521912655,0.002106970349788339,0.0,0.0,13.650205761316872,0.17695473251028807
3,1.0,-36.0,239.0,256.0,19.354488518832184,15.836315985308783,0.012474012474012475,0.023715415019762844,0.0073050286452008145,0.00019161700592255655,0.0,0.0,13.887029288702928,0.17154811715481172
3,1.0,-33.0,244.0,264.0,19.651587547778163,15.953186795499395,0.00823045267489712,0.054474708171206226,0.007928666247268736,0.007161178103147387,0.0,0.0,13.60655737704918,0.16393442622950818
3,1.0,-30.0,244.0,262.0,19.85447479000718,15.750039313116101,0.00823045267489712,0.046875,0.018199491086971525,0.005654523251818537,0.0,0.0,13.60655737704918,0.16393442622950818
3,1.0,-27.0,242.0,265.0,19.37237865863237,16.018338960967608,0.0,0.05825242718446602,0.006381125803584907,0.011236733038770397,0.0,0.0,13.75206611570248,0.1322314049586777
3,1.0,-24.0,242.0,262.0,19.411552827387414,15.983728454347867,0.0,0.046875,0.004361016200587006,0.009073771255538963,0.0,0.0,13.760330578512397,0.12396694214876033
3,1.0,-21.0,239.0,262.0,19.479394610647383,15.741359021094844,0.012474012474012475,0.046875,0.0008721981996311741,0.006205798605136766,0.0,0.0,13.93723849372385,0.12133891213389121
3,1.0,-18.0,242.0,260.0,19.43047711991512,15.9566520551373,0.0,0.0392156862745098,0.003386596342502575,0.007378365904060891,0.0,0.0,13.776859504132231,0.10743801652892562
3,1.0,-15.0,243.0,262.0,19.65739468036589,15.860439464204369,0.004123711340206186,0.046875,0.008224122277576807,0.0013305249351721602,0.0,0.0,13.732510288065845,0.09465020576131687
3,1.0,-12.0,239.0,254.0,19.601179737857336,15.602919977491563,0.012474012474012475,0.015873015873015872,0.005360323792924539,0.015039041411970759,0.0,0.0,13.97907949790795,0.0794979079497908
3,1.0,-9.0,246.0,257.0,19.954343012076638,15.791753737918281,0.01639344262295082,0.027613412228796843,0.023216353096817126,0.003009508920035416,0.0,0.0,13.601626016260163,0.056910569105691054
3,1.0,-6.0,242.0,257.0,19.51792629168287,15.89672622532254,0.0,0.027613412228796843,0.0011039216680354543,0.003615786650904901,0.0,0.0,13.809917355371901,0.0743801652892562
3,1.0,-3.0,243.0,253.0,19.599994155363845,15.832382143968006,0.004123711340206186,0.011928429423459244,0.005299837131149367,0.00044005420039078334,0.0,0.0,13.823045267489713,0.00411522633744856
3,1.0,0.0,242.0,250.0,19.496391916066287,15.839350783522205,0.0,0.0,0.0,0.0,0.0,0.0,13.884297520661157,0.0
3,1.0,3.0,244.0,253.0,19.73596164712356,15.790655919548858,0.00823045267489712,0.011928429423459244,0.012212865622319003,0.003079029633504275,0.0,0.0,13.762295081967213,0.00819672131147541
3,1.0,6.0,242.0,257.0,19.559155920927633,15.878591658545586,0.0,0.027613412228796843,0.0032140890776032383,0.0024743644765138186,0.0,0.0,13.809917355371901,0.0743801652892562
3,1.0,9.0,243.0,257.0,19.5970607909275,15.897048019116644,0.004123711340206186,0.027613412228796843,0.005150165456897793,0.0036360291508336926,0.0,0.0,13.765432098765432,0.06172839506172839
3,1.0,12.0,239.0,257.0,19.492598207939523,15.701511102710091,0.012474012474012475,0.027613412228796843,0.00019460407231365853,0.008740387710982709,0.0,0.0,13.97071129707113,0.08786610878661087
3,1.0,15.0,241.0,258.0,19.384938701664257,15.916486165722521,0.004140786749482402,0.031496062992125984,0.005732993836955001,0.004858028608951564,0.0,0.0,13.854771784232366,0.08713692946058091
3,1.0,18.0,240.0,260.0,19.37475689318573,15.875301074903772,0.008298755186721992,0.0392156862745098,0.006258370364994517,0.0022671093185603524,0.0,0.0,13.891666666666667,0.10833333333333334
3,1.0,21.0,240.0,261.0,19.47782856265904,15.78985345915032,0.008298755186721992,0.043052837573385516,0.0009525965204296117,0.003129849489232821,0.0,0.0,13.866666666666667,0.13333333333333333
3,1.0,24.0,241.0,263.0,19.302872667970835,16.00579662905662,0.004140786749482402,0.050682261208576995,0.009975408048072648,0.01045345109432073,0.0,0.0,13.821576763485478,0.12033195020746888
3,1.0,27.0,242.0,268.0,19.335086703816195,16.058663405246392,0.0,0.0694980694980695,0.008307961374795567,0.013750863638489942,0.0,0.0,13.743801652892563,0.14049586776859505
3,1.0,30.0,241.0,263.0,19.581448784836574,15.751323730927995,0.004140786749482402,0.050682261208576995,0.004353202083057897,0.005572977085623472,0.0,0.0,13.78838174273859,0.15352697095435686
3,1.0,33.0,244.0,266.0,19.591183701389266,15.973324345576657,0.00823045267489712,0.06201550387596899,0.004850225874876069,0.008422653015552733,0.0,0.0,13.60655737704918,0.16393442622950818
3,1.0,36.0,243.0,259.0,19.710825358112878,15.765964965508315,0.004123711340206186,0.03536345776031434,0.01093846781050749,0.004643890831316288,0.0,0.0,13.650205761316872,0.17695473251028807
3,1.0,39.0,244.0,264.0,19.69008626119883,15.877319341978925,0.00823045267489712,0.054474708171206226,0.009885774590732059,0.002394233587982641,0.0,0.0,13.59016393442623,0.18032786885245902
3,1.0,42.0,248.0,264.0,19.68548941895509,16.167525923083097,0.024489795918367346,0.054474708171206226,0.009652293174589583,0.020506539427082963,0.0,0.0,13.35483870967742,0.1935483870967742
3,1.0,45.0,242.0,255.0,19.60483346857528,15.836218287045002,0.0,0.019801980198019802,0.005546708648756912,0.00019778627940193584,0.0,0.0,13.677685950413224,0.2066115702479339
