"label","row_centroid","col_centroid","min_row","min_col","max_row","max_col","area","convex_area","major_axis_length","minor_axis_length","orientation","perimeter","circularity","solidity","cloud_fraction_ift","ice_fraction_ift","tc_band_1_reflectance","tc_band_4_reflectance","tc_band_3_reflectance","fc_band_7_reflectance","fc_band_2_reflectance","fc_band_1_reflectance","proc_grayscale_std","tc_band_1_std","boundary_gradient","interior_gradient"
2.0,23.746,290.105,18.0,285.0,29.0,296.0,114,114.0,14.746,9.948,0.792,38.728,0.955,1.0,0.544,0.456,0.85,0.872,0.859,0.475,0.88,0.909,0.443,0.03,0.104,0.157
3.0,24.038,270.942,20.0,268.0,28.0,274.0,52,52.0,9.411,6.993,0.175,24.485,1.09,1.0,1.0,0.0,0.834,0.847,0.846,0.553,0.867,0.883,0.0,0.042,0.0,0.0
6.0,37.837,306.163,33.0,301.0,43.0,311.0,92,92.0,10.994,10.828,0.785,34.142,0.992,1.0,0.0,1.0,0.779,0.802,0.824,0.282,0.794,0.846,0.025,0.024,0.077,0.03
7.0,46.885,213.016,39.0,206.0,55.0,221.0,183,183.0,15.791,14.912,0.412,49.698,0.931,1.0,1.0,0.0,0.796,0.814,0.82,0.547,0.834,0.857,0.0,0.022,0.0,0.0
9.0,54.426,284.476,44.0,276.0,63.0,295.0,296,297.0,20.621,18.927,-1.156,64.284,0.9,0.997,0.037,0.963,0.856,0.874,0.865,0.219,0.878,0.91,0.176,0.055,0.124,0.049
10.0,62.987,324.026,54.0,317.0,73.0,331.0,233,233.0,20.173,14.867,0.227,57.213,0.894,1.0,0.0,1.0,0.703,0.743,0.78,0.113,0.668,0.741,0.033,0.034,0.128,0.034
11.0,60.162,365.635,55.0,362.0,66.0,369.0,74,74.0,12.276,7.756,0.046,30.728,0.985,1.0,0.0,1.0,0.778,0.799,0.803,0.255,0.816,0.843,0.063,0.055,0.092,0.062
12.0,60.224,238.776,56.0,235.0,64.0,243.0,58,58.0,9.446,7.873,0.908,26.142,1.066,1.0,0.672,0.328,0.819,0.834,0.83,0.466,0.855,0.876,0.413,0.045,0.126,0.221
16.0,85.734,48.944,73.0,37.0,98.0,61.0,534,534.0,26.732,25.542,-0.186,84.527,0.939,1.0,0.0,0.981,0.542,0.614,0.692,0.024,0.401,0.548,0.04,0.041,0.034,0.015
18.0,82.944,255.103,77.0,250.0,88.0,261.0,107,107.0,12.245,11.266,0.734,36.385,1.016,1.0,0.617,0.383,0.856,0.869,0.858,0.494,0.889,0.918,0.43,0.034,0.063,0.111
19.0,89.65,14.898,79.0,8.0,98.0,23.0,226,226.0,19.784,15.065,-0.08,56.87,0.878,1.0,0.0,0.991,0.552,0.625,0.705,0.032,0.388,0.553,0.036,0.034,0.061,0.023
20.0,92.141,285.224,86.0,282.0,98.0,289.0,85,85.0,13.504,8.097,-0.063,33.314,0.962,1.0,1.0,0.0,0.743,0.776,0.804,0.396,0.747,0.818,0.0,0.024,0.0,0.0
22.0,99.468,334.38,88.0,324.0,110.0,345.0,316,317.0,25.402,16.049,0.699,67.841,0.863,0.997,0.032,0.968,0.735,0.765,0.781,0.19,0.743,0.796,0.144,0.054,0.142,0.053
24.0,99.402,238.756,94.0,235.0,105.0,243.0,82,82.0,11.999,8.712,0.078,31.556,1.035,1.0,1.0,0.0,0.86,0.868,0.853,0.632,0.894,0.912,0.0,0.031,0.0,0.0
25.0,106.172,261.939,100.0,255.0,112.0,270.0,163,164.0,16.803,12.407,1.108,47.213,0.919,0.994,1.0,0.0,0.803,0.821,0.833,0.548,0.829,0.861,0.0,0.05,0.0,0.0
26.0,113.862,47.611,102.0,31.0,127.0,65.0,774,774.0,36.592,27.358,-1.499,105.113,0.88,1.0,0.0,0.982,0.57,0.63,0.692,0.067,0.474,0.589,0.057,0.056,0.055,0.023
