area,min_row,min_col,max_row,max_col,row_centroid,col_centroid,convex_area,label,major_axis_length,minor_axis_length,orientation,perimeter,perimeter_crofton,cloud_fraction,band_7_reflectance,band_2_reflectance,band_1_reflectance
84,32.0,356.0,41.0,366.0,36.0,361.0,89.0,3.0,11.97,9.03,-0.93,32.14,33.15,0.0,0.07,0.61,0.68
76,51.0,257.0,61.0,267.0,55.0,262.0,84.0,4.0,12.85,7.87,0.69,32.97,33.94,0.01,0.1,0.59,0.65
60,54.0,44.0,62.0,52.0,59.0,48.0,61.0,6.0,10.21,7.69,0.85,26.73,28.02,0.0,0.07,0.6,0.67
147,58.0,1.0,77.0,12.0,68.0,7.0,161.0,8.0,20.51,9.23,-0.33,49.46,49.57,0.0,0.05,0.62,0.7
89,81.0,251.0,94.0,259.0,87.0,254.0,99.0,9.0,14.78,7.82,-0.19,36.14,36.95,0.02,0.1,0.6,0.67
1278,82.0,41.0,120.0,85.0,103.0,64.0,1343.0,10.0,44.56,37.61,1.16,139.98,135.39,0.0,0.04,0.68,0.74
199,82.0,112.0,100.0,125.0,91.0,118.0,211.0,11.0,19.34,13.14,-0.34,52.04,52.02,0.0,0.05,0.71,0.77
82,109.0,223.0,117.0,234.0,114.0,228.0,86.0,13.0,12.01,8.94,1.22,32.31,33.71,0.0,0.08,0.73,0.8
149,113.0,135.0,125.0,148.0,119.0,142.0,154.0,15.0,14.4,13.29,-1.53,42.97,43.42,0.01,0.05,0.63,0.69
813,122.0,313.0,149.0,349.0,135.0,331.0,847.0,17.0,38.33,27.32,1.42,108.43,105.48,0.0,0.02,0.77,0.83
154,126.0,12.0,137.0,29.0,131.0,20.0,163.0,18.0,18.31,11.12,1.54,47.8,48.0,0.01,0.07,0.68,0.74
108,129.0,112.0,142.0,122.0,135.0,117.0,114.0,19.0,14.64,9.51,-0.49,37.8,38.52,0.0,0.04,0.73,0.8
82,129.0,227.0,138.0,236.0,134.0,231.0,86.0,20.0,10.55,10.01,-0.72,31.31,32.37,0.0,0.07,0.61,0.66
56,133.0,132.0,140.0,141.0,137.0,136.0,62.0,21.0,9.28,7.82,1.25,26.73,28.02,0.0,0.07,0.61,0.68
243,136.0,54.0,152.0,73.0,144.0,64.0,256.0,22.0,19.09,16.41,-1.25,57.11,56.83,0.0,0.04,0.73,0.81
118,136.0,365.0,145.0,378.0,141.0,371.0,125.0,23.0,15.16,10.09,1.45,39.9,40.51,0.0,0.02,0.75,0.81
105,143.0,89.0,154.0,100.0,149.0,94.0,110.0,24.0,12.69,10.55,-1.09,35.8,36.62,0.0,0.06,0.69,0.76
112,153.0,355.0,164.0,366.0,158.0,361.0,116.0,25.0,14.35,9.93,0.77,37.56,38.29,0.0,0.03,0.73,0.81
104,157.0,245.0,166.0,258.0,161.0,252.0,108.0,26.0,14.3,9.27,1.2,36.38,37.18,0.01,0.08,0.57,0.64
213,169.0,44.0,185.0,62.0,176.0,53.0,223.0,27.0,19.24,14.4,0.94,53.94,53.82,0.0,0.03,0.71,0.77
112,177.0,293.0,186.0,305.0,182.0,299.0,115.0,29.0,13.89,10.35,1.31,37.31,38.06,0.01,0.07,0.62,0.68
122,177.0,332.0,189.0,344.0,184.0,338.0,130.0,30.0,13.66,11.76,-0.5,40.97,41.52,0.0,0.04,0.72,0.79
267,180.0,365.0,200.0,383.0,192.0,374.0,284.0,32.0,20.44,17.59,-0.25,63.11,62.52,0.0,0.03,0.72,0.78
198,189.0,293.0,201.0,309.0,195.0,301.0,201.0,35.0,18.49,14.0,1.38,51.31,51.33,0.01,0.04,0.75,0.82
147,202.0,214.0,211.0,232.0,206.0,223.0,152.0,38.0,18.98,9.91,1.49,45.8,46.1,0.01,0.06,0.68,0.73
195,202.0,383.0,218.0,396.0,211.0,390.0,202.0,39.0,17.87,14.06,-0.3,51.21,51.23,0.0,0.03,0.73,0.8
134,206.0,257.0,219.0,269.0,212.0,262.0,139.0,40.0,14.57,11.86,0.66,41.21,41.75,0.0,0.04,0.72,0.79
82,207.0,242.0,215.0,252.0,211.0,247.0,85.0,41.0,11.62,9.0,1.26,31.31,32.37,0.0,0.06,0.74,0.82
52,210.0,348.0,219.0,354.0,214.0,351.0,53.0,42.0,9.84,6.84,-0.34,24.73,26.13,0.0,0.05,0.61,0.67
434,220.0,256.0,240.0,282.0,230.0,269.0,449.0,43.0,29.72,18.69,-1.08,79.7,78.24,0.0,0.05,0.7,0.77
87,224.0,188.0,236.0,197.0,229.0,192.0,90.0,44.0,13.05,8.73,-0.44,33.8,34.72,0.0,0.07,0.58,0.63
108,242.0,333.0,253.0,343.0,247.0,338.0,114.0,46.0,12.4,11.17,0.71,36.73,37.5,0.0,0.04,0.72,0.79
150,248.0,196.0,261.0,209.0,254.0,202.0,157.0,48.0,14.61,13.36,0.69,44.38,44.76,0.0,0.07,0.62,0.69
104,248.0,353.0,258.0,364.0,253.0,358.0,110.0,49.0,12.07,10.97,-1.12,35.56,36.39,0.02,0.06,0.72,0.8
93,257.0,252.0,267.0,264.0,262.0,258.0,104.0,51.0,12.36,10.11,1.37,36.38,37.18,0.0,0.03,0.74,0.8
139,263.0,232.0,277.0,242.0,270.0,237.0,146.0,52.0,16.15,11.04,0.23,42.73,43.19,0.0,0.06,0.69,0.75
