"label","row_centroid","col_centroid","min_row","min_col","max_row","max_col","area","convex_area","major_axis_length","minor_axis_length","orientation","perimeter","circularity","solidity","cloud_fraction_ift","ice_fraction_ift","tc_band_1_reflectance","tc_band_4_reflectance","tc_band_3_reflectance","fc_band_7_reflectance","fc_band_2_reflectance","fc_band_1_reflectance","proc_grayscale_std","tc_band_1_std","boundary_gradient","interior_gradient"
1.0,50.381,352.482,28.0,340.0,72.0,364.0,732,752.0,45.303,22.372,0.185,116.083,0.683,1.027,1.0,0.0,0.878,0.883,0.892,0.663,0.919,0.924,0.0,0.02,0.0,0.0
2.0,87.758,344.899,72.0,333.0,103.0,357.0,621,621.0,31.672,25.157,0.277,93.012,0.902,1.0,1.0,0.0,0.885,0.89,0.902,0.661,0.922,0.932,0.0,0.015,0.0,0.0
3.0,121.579,316.681,92.0,295.0,153.0,337.0,1994,2011.0,62.518,41.177,0.058,176.125,0.808,1.009,1.0,0.0,0.875,0.879,0.891,0.656,0.913,0.925,0.0,0.024,0.0,0.0
4.0,218.521,239.341,203.0,228.0,233.0,249.0,472,472.0,32.444,18.635,-0.385,84.426,0.832,1.0,1.0,0.0,0.866,0.875,0.881,0.617,0.906,0.919,0.0,0.039,0.0,0.0
5.0,225.661,326.743,217.0,313.0,234.0,340.0,354,357.0,30.21,15.528,-1.253,77.456,0.741,1.008,1.0,0.0,0.874,0.878,0.894,0.655,0.91,0.922,0.0,0.015,0.0,0.0
6.0,243.846,224.692,225.0,210.0,262.0,242.0,835,840.0,41.756,25.735,0.645,112.225,0.833,1.006,1.0,0.0,0.827,0.837,0.84,0.498,0.855,0.88,0.0,0.073,0.0,0.0
7.0,258.489,262.222,245.0,254.0,272.0,270.0,352,353.0,30.203,15.084,0.289,74.87,0.789,1.003,1.0,0.0,0.856,0.864,0.869,0.612,0.892,0.91,0.0,0.061,0.0,0.0
8.0,267.785,332.227,251.0,321.0,285.0,345.0,599,606.0,36.6,21.261,-0.343,96.083,0.815,1.012,1.0,0.0,0.871,0.875,0.89,0.656,0.908,0.921,0.0,0.014,0.0,0.0
9.0,261.174,300.12,252.0,295.0,270.0,307.0,184,185.0,18.445,13.046,0.01,51.213,0.882,1.005,1.0,0.0,0.852,0.855,0.871,0.655,0.89,0.904,0.0,0.023,0.0,0.0
10.0,293.179,273.158,275.0,258.0,310.0,289.0,912,912.0,39.797,29.306,0.611,112.083,0.912,1.0,1.0,0.0,0.857,0.864,0.872,0.65,0.895,0.91,0.0,0.035,0.0,0.0
