area,min_row,min_col,max_row,max_col,row_centroid,col_centroid,convex_area,label,major_axis_length,minor_axis_length,orientation,perimeter,perimeter_crofton,cloud_fraction,band_7_reflectance,band_2_reflectance,band_1_reflectance
390,54.0,214.0,88.0,229.0,72.0,221.0,421.0,4.0,35.39,14.48,0.06,83.94,82.26,0.02,0.09,0.73,0.78
54,55.0,249.0,60.0,262.0,57.0,256.0,64.0,5.0,14.72,5.09,1.55,30.69,32.92,0.0,0.07,0.71,0.78
332,56.0,257.0,77.0,277.0,67.0,268.0,354.0,6.0,25.08,17.22,-0.76,70.28,69.32,0.0,0.04,0.72,0.78
192,56.0,311.0,67.0,333.0,61.0,322.0,206.0,7.0,22.38,11.08,1.37,56.63,56.37,0.01,0.08,0.71,0.76
100,59.0,237.0,73.0,248.0,67.0,242.0,112.0,8.0,16.34,8.16,0.52,41.21,41.75,0.0,0.05,0.64,0.72
123,75.0,234.0,88.0,244.0,81.0,239.0,129.0,10.0,14.35,10.99,0.13,39.56,40.18,0.0,0.06,0.65,0.71
422,171.0,260.0,202.0,278.0,187.0,269.0,434.0,11.0,32.85,16.53,0.39,81.6,80.04,0.5,0.37,0.77,0.81
179,178.0,351.0,195.0,364.0,187.0,358.0,187.0,12.0,17.33,13.61,-0.01,49.46,49.57,1.0,0.5,0.75,0.78
105,207.0,206.0,217.0,220.0,212.0,213.0,115.0,13.0,14.32,9.54,-1.38,38.63,39.3,0.09,0.17,0.7,0.75
60,212.0,300.0,222.0,306.0,217.0,303.0,63.0,14.0,11.18,6.91,0.2,27.31,28.58,0.13,0.24,0.69,0.74
500,219.0,249.0,242.0,275.0,231.0,262.0,531.0,15.0,26.77,24.31,-1.3,85.11,83.37,0.01,0.06,0.68,0.77
77,223.0,387.0,233.0,396.0,229.0,391.0,80.0,17.0,10.08,10.02,-0.33,30.97,32.04,1.0,0.47,0.71,0.75
89,224.0,220.0,235.0,230.0,229.0,225.0,97.0,18.0,11.99,9.78,0.5,34.38,35.28,0.01,0.07,0.66,0.74
61,232.0,373.0,238.0,383.0,235.0,378.0,64.0,19.0,11.25,7.07,-1.49,27.9,29.13,0.95,0.46,0.69,0.71
544,236.0,148.0,264.0,179.0,250.0,162.0,594.0,20.0,36.81,19.8,0.75,97.5,95.11,0.05,0.13,0.73,0.79
734,250.0,12.0,280.0,45.0,266.0,27.0,784.0,22.0,34.65,27.71,1.13,109.5,106.49,0.94,0.57,0.78,0.82
57,251.0,114.0,258.0,122.0,255.0,118.0,62.0,24.0,9.04,8.25,1.01,26.49,27.79,0.0,0.06,0.72,0.78
152,262.0,219.0,272.0,234.0,267.0,227.0,155.0,25.0,16.99,11.47,1.42,44.14,44.53,0.84,0.44,0.75,0.81
66,263.0,85.0,273.0,92.0,268.0,89.0,70.0,26.0,11.28,7.54,-0.3,28.73,29.92,0.02,0.07,0.65,0.7
81,272.0,98.0,282.0,106.0,277.0,102.0,85.0,28.0,11.32,9.15,0.25,31.31,32.37,0.04,0.2,0.68,0.73
54,272.0,114.0,279.0,122.0,275.0,117.0,56.0,29.0,9.1,7.77,-1.26,25.31,26.68,0.85,0.43,0.7,0.74
61,276.0,319.0,285.0,326.0,280.0,322.0,66.0,32.0,9.64,8.12,-0.04,27.31,28.58,1.0,0.46,0.7,0.75
85,276.0,354.0,284.0,364.0,280.0,359.0,88.0,33.0,11.72,9.56,-1.42,33.07,34.03,0.48,0.35,0.71,0.76
81,287.0,99.0,297.0,108.0,292.0,103.0,88.0,34.0,11.47,9.28,-0.02,32.73,33.71,1.0,0.53,0.75,0.77
78,289.0,127.0,299.0,135.0,295.0,131.0,81.0,35.0,11.16,9.04,-0.0,30.73,31.81,0.71,0.43,0.75,0.8
102,293.0,380.0,304.0,393.0,300.0,386.0,114.0,36.0,12.57,11.34,-1.18,40.35,41.52,0.41,0.36,0.74,0.77
143,295.0,306.0,309.0,317.0,303.0,312.0,148.0,37.0,15.6,11.95,-0.38,44.97,45.32,0.0,0.03,0.65,0.74
132,308.0,375.0,322.0,387.0,314.0,381.0,142.0,38.0,15.02,11.43,-0.45,42.63,43.09,0.04,0.07,0.68,0.75
114,315.0,358.0,328.0,374.0,322.0,366.0,145.0,40.0,18.51,9.24,0.7,49.21,49.34,0.0,0.07,0.66,0.72
164,324.0,68.0,340.0,80.0,332.0,73.0,177.0,42.0,18.09,11.75,-0.16,48.56,49.11,1.0,0.6,0.77,0.8
66,325.0,225.0,332.0,235.0,329.0,230.0,70.0,43.0,11.18,7.51,1.12,28.73,29.92,0.02,0.08,0.62,0.7
202,330.0,358.0,347.0,372.0,338.0,366.0,212.0,44.0,18.09,14.6,-0.08,52.04,52.02,0.0,0.03,0.72,0.78
271,339.0,277.0,354.0,299.0,347.0,287.0,282.0,45.0,22.26,15.7,1.55,61.11,60.62,0.0,0.04,0.72,0.77
111,345.0,86.0,359.0,95.0,352.0,91.0,119.0,48.0,15.15,9.38,0.22,39.8,40.41,0.69,0.43,0.71,0.75
