"label","row_centroid","col_centroid","min_row","min_col","max_row","max_col","area","convex_area","major_axis_length","minor_axis_length","orientation","perimeter","circularity","solidity","cloud_fraction_ift","ice_fraction_ift","tc_band_1_reflectance","tc_band_4_reflectance","tc_band_3_reflectance","fc_band_7_reflectance","fc_band_2_reflectance","fc_band_1_reflectance","proc_grayscale_std","tc_band_1_std","boundary_gradient","interior_gradient"
1.0,14.349,278.757,6.0,267.0,22.0,289.0,272,275.0,25.561,13.729,-1.087,64.87,0.812,1.011,0.0,1.0,0.763,0.786,0.78,0.148,0.767,0.824,0.037,0.035,0.059,0.025
2.0,19.229,231.349,14.0,228.0,25.0,235.0,83,83.0,12.537,8.515,0.104,32.485,0.988,1.0,0.0,1.0,0.737,0.761,0.761,0.301,0.776,0.807,0.021,0.018,0.025,0.018
3.0,23.545,208.491,16.0,200.0,31.0,217.0,220,220.0,19.082,14.734,1.029,54.042,0.947,1.0,0.0,1.0,0.768,0.793,0.794,0.376,0.803,0.836,0.036,0.033,0.03,0.02
4.0,41.776,270.968,33.0,261.0,51.0,280.0,277,279.0,23.139,15.538,0.955,63.698,0.858,1.007,0.004,0.996,0.702,0.728,0.737,0.112,0.69,0.753,0.056,0.035,0.074,0.03
5.0,42.062,296.516,36.0,290.0,49.0,303.0,161,161.0,14.635,14.135,0.379,44.971,1.0,1.0,0.118,0.882,0.587,0.615,0.638,0.108,0.521,0.605,0.203,0.036,0.096,0.061
6.0,42.727,234.413,37.0,227.0,48.0,242.0,143,143.0,16.39,11.115,-1.2,43.213,0.962,1.0,0.0,0.986,0.706,0.734,0.736,0.048,0.663,0.743,0.063,0.059,0.138,0.054
10.0,110.705,148.033,106.0,145.0,115.0,152.0,61,61.0,10.452,7.459,0.348,26.728,1.073,1.0,0.016,0.984,0.711,0.741,0.737,0.076,0.649,0.735,0.106,0.037,0.23,0.091
11.0,155.637,147.631,130.0,131.0,176.0,165.0,1310,1311.0,47.693,35.689,0.034,138.326,0.86,1.001,0.237,0.762,0.682,0.711,0.723,0.203,0.66,0.727,0.301,0.046,0.083,0.068
12.0,145.634,234.688,130.0,222.0,159.0,249.0,574,574.0,30.618,24.819,-0.642,92.083,0.851,1.0,0.272,0.728,0.757,0.781,0.778,0.292,0.762,0.825,0.348,0.035,0.064,0.073
13.0,161.291,198.392,153.0,194.0,170.0,205.0,148,148.0,17.072,11.882,-0.178,46.042,0.877,1.0,0.0,1.0,0.679,0.712,0.724,0.261,0.676,0.738,0.07,0.059,0.101,0.043
14.0,165.71,378.097,162.0,374.0,169.0,383.0,62,62.0,10.722,7.374,1.101,27.314,1.044,1.0,0.0,1.0,0.704,0.743,0.748,0.106,0.644,0.71,0.086,0.068,0.163,0.119
15.0,170.982,95.586,165.0,91.0,177.0,101.0,111,111.0,13.374,10.591,0.224,36.971,1.021,1.0,0.189,0.811,0.718,0.762,0.763,0.184,0.669,0.753,0.314,0.046,0.097,0.107
16.0,188.256,137.068,183.0,131.0,194.0,143.0,117,117.0,12.977,11.555,-1.567,38.385,0.998,1.0,0.0,1.0,0.703,0.724,0.729,0.259,0.687,0.747,0.059,0.049,0.097,0.049
