area,min_row,min_col,max_row,max_col,row_centroid,col_centroid,convex_area,label,major_axis_length,minor_axis_length,orientation,perimeter,perimeter_crofton,cloud_fraction,band_7_reflectance,band_2_reflectance,band_1_reflectance
272,6.0,267.0,22.0,289.0,14.0,279.0,290.0,1.0,25.56,13.73,-1.09,64.87,64.18,0.0,0.15,0.77,0.82
83,14.0,228.0,25.0,235.0,19.0,231.0,87.0,2.0,12.54,8.52,0.1,32.49,33.48,0.0,0.3,0.78,0.81
220,16.0,200.0,31.0,217.0,24.0,208.0,231.0,3.0,19.08,14.73,1.03,54.04,53.92,0.02,0.38,0.8,0.84
277,33.0,261.0,51.0,280.0,42.0,271.0,293.0,4.0,23.14,15.54,0.95,63.7,63.07,0.02,0.11,0.69,0.75
161,36.0,290.0,49.0,303.0,42.0,297.0,168.0,5.0,14.64,14.13,0.38,44.97,45.32,0.13,0.11,0.52,0.61
143,37.0,227.0,48.0,242.0,43.0,234.0,150.0,6.0,16.39,11.11,-1.2,43.21,43.65,0.0,0.05,0.66,0.74
61,106.0,145.0,115.0,152.0,111.0,148.0,63.0,10.0,10.45,7.46,0.35,26.73,28.02,0.02,0.08,0.65,0.73
1310,130.0,131.0,176.0,165.0,156.0,148.0,1342.0,11.0,47.69,35.69,0.03,138.33,133.82,0.25,0.2,0.66,0.73
574,130.0,222.0,159.0,249.0,146.0,235.0,598.0,12.0,30.62,24.82,-0.64,92.08,89.98,0.27,0.29,0.76,0.82
148,153.0,194.0,170.0,205.0,161.0,198.0,152.0,13.0,17.07,11.88,-0.18,46.04,46.33,0.32,0.26,0.68,0.74
62,162.0,374.0,169.0,383.0,166.0,378.0,65.0,14.0,10.72,7.37,1.1,27.31,28.58,0.02,0.11,0.64,0.71
111,165.0,91.0,177.0,101.0,171.0,96.0,116.0,15.0,13.37,10.59,0.22,36.97,37.73,0.23,0.18,0.67,0.75
117,183.0,131.0,194.0,143.0,188.0,137.0,124.0,16.0,12.98,11.55,-1.57,38.38,39.07,0.31,0.26,0.69,0.75
138,202.0,267.0,217.0,276.0,210.0,271.0,142.0,18.0,17.03,10.37,0.15,42.73,43.19,0.01,0.08,0.61,0.7
59,210.0,122.0,216.0,131.0,213.0,126.0,60.0,20.0,10.24,7.28,-1.52,25.9,27.24,0.24,0.16,0.63,0.7
183,212.0,90.0,226.0,105.0,219.0,97.0,192.0,21.0,16.33,14.47,1.18,49.21,49.34,0.1,0.11,0.63,0.73
93,236.0,355.0,249.0,362.0,242.0,359.0,96.0,22.0,14.09,8.49,-0.06,34.73,35.61,0.0,0.19,0.68,0.73
79,237.0,206.0,247.0,215.0,242.0,210.0,82.0,23.0,13.35,7.52,-0.7,32.14,33.15,0.06,0.08,0.57,0.66
56,237.0,308.0,244.0,316.0,240.0,312.0,63.0,24.0,9.26,7.75,1.52,26.49,27.79,0.0,0.16,0.7,0.76
65,243.0,142.0,252.0,149.0,247.0,145.0,70.0,25.0,10.81,7.66,-0.5,28.49,29.69,0.25,0.22,0.66,0.72
60,249.0,260.0,255.0,271.0,252.0,265.0,63.0,26.0,12.74,5.97,1.24,28.73,29.92,0.03,0.12,0.63,0.71
177,258.0,320.0,271.0,335.0,264.0,327.0,185.0,27.0,17.0,13.33,-1.1,47.8,48.0,0.08,0.18,0.65,0.71
90,262.0,283.0,271.0,293.0,266.0,288.0,92.0,28.0,11.52,10.19,-1.29,33.31,34.26,0.0,0.1,0.61,0.68
86,267.0,206.0,277.0,216.0,272.0,211.0,92.0,29.0,10.81,10.18,0.95,32.38,33.38,0.05,0.15,0.64,0.72
55,273.0,187.0,282.0,194.0,278.0,190.0,58.0,32.0,10.65,6.59,-0.54,26.14,27.47,0.02,0.16,0.69,0.76
317,273.0,235.0,292.0,254.0,283.0,244.0,330.0,33.0,21.13,19.24,-0.81,64.87,64.18,0.02,0.09,0.65,0.73
55,281.0,164.0,288.0,172.0,285.0,168.0,60.0,35.0,9.49,7.41,-1.39,25.9,27.24,0.05,0.12,0.64,0.71
68,295.0,346.0,302.0,358.0,298.0,352.0,73.0,38.0,14.81,5.85,1.16,32.73,33.71,0.0,0.21,0.75,0.82
100,302.0,309.0,314.0,318.0,307.0,314.0,104.0,39.0,13.48,9.54,0.24,35.56,36.39,0.0,0.08,0.62,0.72
675,321.0,289.0,347.0,320.0,334.0,304.0,698.0,44.0,34.02,25.53,-1.02,98.77,96.32,0.04,0.06,0.62,0.71
214,325.0,358.0,340.0,375.0,331.0,367.0,220.0,45.0,17.85,15.86,-1.5,53.46,53.36,0.0,0.06,0.71,0.8
51,342.0,148.0,348.0,156.0,345.0,152.0,52.0,48.0,9.35,6.99,1.38,23.9,25.34,0.08,0.1,0.58,0.68
100,355.0,331.0,365.0,342.0,360.0,336.0,104.0,51.0,13.25,9.78,-0.93,35.56,36.39,0.01,0.06,0.59,0.68
162,372.0,77.0,384.0,92.0,378.0,84.0,170.0,53.0,17.19,12.07,1.13,46.38,46.66,0.03,0.11,0.68,0.76
58,380.0,102.0,389.0,108.0,384.0,105.0,59.0,55.0,10.32,7.2,0.07,25.9,27.24,0.02,0.1,0.57,0.67
139,385.0,110.0,398.0,122.0,391.0,116.0,146.0,57.0,14.12,12.56,0.36,41.8,42.31,0.01,0.07,0.52,0.64
