"label","row_centroid","col_centroid","min_row","min_col","max_row","max_col","area","convex_area","major_axis_length","minor_axis_length","orientation","perimeter","circularity","solidity","cloud_fraction_ift","ice_fraction_ift","tc_band_1_reflectance","tc_band_4_reflectance","tc_band_3_reflectance","fc_band_7_reflectance","fc_band_2_reflectance","fc_band_1_reflectance","proc_grayscale_std","tc_band_1_std","boundary_gradient","interior_gradient"
2.0,232.364,177.818,229.0,174.0,236.0,182.0,55,55.0,9.945,7.174,1.113,25.899,1.03,1.0,1.0,0.0,0.623,0.623,0.654,0.447,0.641,0.667,0.0,0.045,0.0,0.0
3.0,266.293,163.293,263.0,159.0,270.0,167.0,58,58.0,10.703,6.944,0.933,26.485,1.039,1.0,0.414,0.017,0.587,0.604,0.637,0.242,0.582,0.612,0.273,0.074,0.041,0.076
4.0,291.478,148.826,287.0,143.0,297.0,154.0,92,92.0,12.866,9.235,0.79,34.971,0.945,1.0,0.239,0.717,0.719,0.723,0.739,0.315,0.745,0.778,0.311,0.063,0.061,0.096
