"label","row_centroid","col_centroid","min_row","min_col","max_row","max_col","area","convex_area","major_axis_length","minor_axis_length","orientation","perimeter","circularity","solidity","cloud_fraction_ift","ice_fraction_ift","tc_band_1_reflectance","tc_band_4_reflectance","tc_band_3_reflectance","fc_band_7_reflectance","fc_band_2_reflectance","fc_band_1_reflectance","proc_grayscale_std","tc_band_1_std","boundary_gradient","interior_gradient"
1.0,180.88,71.329,173.0,61.0,189.0,81.0,258,263.0,22.468,14.871,1.185,60.284,0.892,0.981,1.0,0.0,0.66,0.676,0.688,0.431,0.684,0.702,0.0,0.041,0.0,0.0
2.0,230.762,306.61,209.0,283.0,252.0,329.0,1477,1480.0,49.567,38.116,-0.825,144.61,0.888,0.998,0.165,0.835,0.73,0.747,0.754,0.368,0.778,0.797,0.278,0.035,0.083,0.046
3.0,248.908,351.624,233.0,336.0,264.0,368.0,812,822.0,36.041,28.907,0.845,105.497,0.917,0.988,0.0,0.998,0.673,0.693,0.708,0.183,0.685,0.715,0.035,0.032,0.026,0.014
4.0,283.29,337.793,272.0,317.0,295.0,361.0,755,756.0,47.078,20.555,1.297,114.083,0.729,0.999,0.005,0.993,0.712,0.733,0.743,0.256,0.741,0.771,0.069,0.04,0.095,0.023
5.0,307.568,144.375,298.0,135.0,317.0,153.0,259,259.0,22.5,14.733,0.766,60.527,0.888,1.0,1.0,0.0,0.733,0.753,0.764,0.515,0.783,0.796,0.0,0.03,0.0,0.0
6.0,359.128,286.927,335.0,251.0,384.0,322.0,2447,2474.0,70.96,44.508,1.393,197.823,0.786,0.989,0.014,0.986,0.757,0.778,0.787,0.329,0.803,0.826,0.101,0.042,0.099,0.029
7.0,345.372,364.051,340.0,361.0,352.0,368.0,78,78.0,13.142,7.766,-0.058,32.728,0.915,1.0,0.0,0.974,0.669,0.691,0.713,0.231,0.673,0.709,0.086,0.07,0.106,0.056
8.0,370.306,371.306,365.0,361.0,376.0,381.0,183,183.0,21.468,11.018,-1.338,52.627,0.83,1.0,0.0,1.0,0.685,0.709,0.727,0.169,0.695,0.734,0.061,0.053,0.145,0.039
9.0,380.867,338.899,369.0,329.0,392.0,350.0,406,408.0,23.895,21.941,0.092,75.113,0.904,0.995,0.005,0.993,0.715,0.738,0.749,0.262,0.745,0.777,0.074,0.049,0.125,0.04
