"label","row_centroid","col_centroid","min_row","min_col","max_row","max_col","area","convex_area","major_axis_length","minor_axis_length","orientation","perimeter","circularity","solidity","cloud_fraction_ift","ice_fraction_ift","tc_band_1_reflectance","tc_band_4_reflectance","tc_band_3_reflectance","fc_band_7_reflectance","fc_band_2_reflectance","fc_band_1_reflectance","proc_grayscale_std","tc_band_1_std","boundary_gradient","interior_gradient"
1.0,124.673,311.148,105.0,296.0,150.0,324.0,924,944.0,48.144,25.608,0.198,125.497,0.737,0.979,0.0,0.998,0.738,0.739,0.776,0.027,0.75,0.806,0.032,0.027,0.073,0.015
2.0,151.429,254.482,145.0,246.0,158.0,262.0,170,170.0,19.421,11.224,0.911,49.799,0.861,1.0,0.0,1.0,0.74,0.745,0.79,0.034,0.745,0.809,0.023,0.023,0.054,0.016
3.0,152.273,270.909,148.0,264.0,158.0,277.0,99,102.0,14.584,8.987,0.974,37.799,0.871,0.971,0.0,1.0,0.741,0.751,0.789,0.044,0.754,0.806,0.021,0.017,0.091,0.024
4.0,155.936,342.273,148.0,337.0,164.0,347.0,110,112.0,16.716,9.068,0.237,42.042,0.782,0.982,0.0,0.982,0.73,0.736,0.771,0.061,0.765,0.804,0.076,0.057,0.065,0.037
5.0,165.778,275.0,159.0,270.0,171.0,280.0,99,100.0,13.768,9.464,-0.566,37.556,0.882,0.99,0.0,1.0,0.73,0.732,0.77,0.041,0.733,0.782,0.052,0.047,0.085,0.045
6.0,185.306,316.843,166.0,300.0,201.0,331.0,612,617.0,42.83,18.699,-0.675,104.468,0.705,0.992,0.0,0.997,0.719,0.717,0.75,0.095,0.752,0.78,0.04,0.04,0.071,0.023
7.0,176.25,219.032,168.0,212.0,184.0,226.0,188,192.0,18.652,12.966,-0.621,51.456,0.892,0.979,0.0,1.0,0.798,0.804,0.847,0.121,0.842,0.857,0.063,0.058,0.107,0.043
8.0,181.604,291.695,175.0,286.0,189.0,300.0,154,159.0,16.421,13.094,-1.084,49.213,0.799,0.969,0.0,0.955,0.707,0.707,0.74,0.039,0.719,0.763,0.081,0.069,0.064,0.027
9.0,188.124,359.416,182.0,354.0,193.0,364.0,89,89.0,13.156,8.797,-0.817,35.349,0.895,1.0,0.0,0.944,0.661,0.665,0.712,0.142,0.659,0.695,0.079,0.068,0.112,0.049
11.0,212.063,307.266,203.0,302.0,220.0,314.0,158,158.0,18.267,11.575,0.172,49.213,0.82,1.0,0.0,1.0,0.713,0.718,0.748,0.06,0.739,0.77,0.032,0.026,0.09,0.031
12.0,219.806,214.853,214.0,209.0,226.0,220.0,129,129.0,15.228,10.973,0.587,41.899,0.923,1.0,0.0,1.0,0.72,0.732,0.764,0.035,0.735,0.788,0.039,0.028,0.092,0.027
13.0,222.839,235.645,216.0,230.0,229.0,242.0,124,124.0,15.763,10.233,0.592,42.178,0.876,1.0,0.0,0.984,0.707,0.712,0.748,0.056,0.704,0.753,0.054,0.043,0.112,0.04
16.0,237.768,238.607,234.0,235.0,241.0,242.0,56,56.0,8.72,8.336,0.083,25.657,1.069,1.0,0.0,1.0,0.712,0.72,0.758,0.103,0.71,0.754,0.023,0.017,0.092,0.022
18.0,253.18,159.836,247.0,153.0,258.0,166.0,122,122.0,14.548,10.966,-1.122,40.385,0.94,1.0,0.0,1.0,0.725,0.738,0.774,0.031,0.724,0.79,0.041,0.038,0.039,0.023
19.0,251.804,213.061,247.0,205.0,256.0,221.0,148,148.0,18.19,10.517,-1.559,45.899,0.883,1.0,0.0,1.0,0.716,0.715,0.745,0.032,0.724,0.767,0.017,0.016,0.048,0.012
20.0,252.31,86.394,248.0,82.0,257.0,91.0,71,71.0,10.203,8.935,-0.681,28.971,1.063,1.0,0.0,1.0,0.856,0.864,0.912,0.054,0.899,0.925,0.019,0.018,0.019,0.014
21.0,266.786,98.417,262.0,94.0,271.0,104.0,84,84.0,11.712,9.242,0.897,32.142,1.022,1.0,0.0,1.0,0.799,0.815,0.859,0.028,0.828,0.875,0.018,0.015,0.026,0.014
22.0,277.78,115.942,269.0,109.0,285.0,125.0,191,194.0,21.442,11.738,0.762,53.456,0.84,0.985,0.0,1.0,0.788,0.798,0.833,0.048,0.837,0.86,0.047,0.046,0.052,0.037
23.0,303.107,68.293,299.0,64.0,308.0,72.0,75,75.0,11.317,8.646,0.489,31.071,0.976,1.0,0.0,1.0,0.776,0.786,0.832,0.035,0.82,0.858,0.012,0.013,0.015,0.01
24.0,366.051,17.269,360.0,13.0,372.0,21.0,78,78.0,14.481,6.942,-0.456,33.556,0.87,1.0,0.0,1.0,0.833,0.838,0.88,0.057,0.878,0.893,0.023,0.024,0.037,0.021
