"label","row_centroid","col_centroid","min_row","min_col","max_row","max_col","area","convex_area","major_axis_length","minor_axis_length","orientation","perimeter","circularity","solidity","cloud_fraction_ift","ice_fraction_ift","tc_band_1_reflectance","tc_band_4_reflectance","tc_band_3_reflectance","fc_band_7_reflectance","fc_band_2_reflectance","fc_band_1_reflectance","proc_grayscale_std","tc_band_1_std","boundary_gradient","interior_gradient"
1.0,187.368,231.709,182.0,222.0,194.0,240.0,182,182.0,18.801,12.681,1.533,50.627,0.892,1.0,0.044,0.956,0.7,0.716,0.721,0.291,0.703,0.756,0.149,0.02,0.107,0.05
3.0,252.061,169.2,247.0,163.0,257.0,175.0,115,115.0,13.571,10.818,1.212,38.142,0.993,1.0,0.47,0.53,0.693,0.709,0.708,0.366,0.714,0.744,0.354,0.017,0.145,0.161
4.0,263.478,204.993,258.0,198.0,270.0,211.0,134,134.0,15.796,10.986,1.077,42.385,0.937,1.0,0.0,1.0,0.69,0.705,0.709,0.123,0.675,0.733,0.027,0.026,0.017,0.011
5.0,266.294,242.926,261.0,240.0,271.0,247.0,68,68.0,11.193,7.975,-0.094,29.899,0.956,1.0,0.0,1.0,0.703,0.719,0.723,0.054,0.676,0.765,0.054,0.046,0.04,0.041
6.0,271.741,309.019,269.0,304.0,274.0,315.0,54,54.0,11.423,6.084,1.503,26.899,0.938,1.0,0.0,1.0,0.688,0.705,0.712,0.049,0.657,0.73,0.061,0.05,0.046,0.038
7.0,310.362,310.625,281.0,277.0,342.0,341.0,2502,2682.0,71.871,48.161,0.847,213.581,0.689,0.933,0.001,0.999,0.696,0.712,0.716,0.143,0.688,0.749,0.03,0.023,0.058,0.011
8.0,303.906,145.075,300.0,141.0,307.0,149.0,53,53.0,9.418,7.256,-0.917,24.728,1.089,1.0,0.0,1.0,0.667,0.683,0.688,0.199,0.666,0.704,0.034,0.028,0.031,0.023
9.0,314.112,118.77,307.0,112.0,321.0,125.0,161,161.0,15.684,13.11,-0.78,45.799,0.965,1.0,0.0,0.981,0.636,0.655,0.657,0.118,0.624,0.671,0.049,0.045,0.045,0.028
10.0,313.074,197.778,310.0,191.0,316.0,204.0,81,81.0,14.52,7.087,-1.476,33.899,0.886,1.0,0.0,1.0,0.675,0.69,0.692,0.107,0.666,0.712,0.013,0.013,0.024,0.01
11.0,327.937,248.95,321.0,239.0,335.0,259.0,239,239.0,22.411,13.64,-1.139,58.042,0.892,1.0,0.0,1.0,0.663,0.686,0.687,0.057,0.651,0.707,0.02,0.022,0.021,0.011
12.0,340.609,67.47,335.0,59.0,345.0,76.0,151,151.0,18.168,10.789,1.53,46.385,0.882,1.0,0.0,1.0,0.68,0.7,0.696,0.068,0.661,0.719,0.051,0.046,0.076,0.051
13.0,341.704,131.685,338.0,128.0,345.0,135.0,54,54.0,9.134,7.529,-0.754,24.485,1.132,1.0,0.0,1.0,0.657,0.68,0.683,0.211,0.667,0.695,0.03,0.027,0.057,0.029
14.0,349.556,194.42,341.0,187.0,356.0,201.0,169,169.0,17.902,12.383,-0.646,48.042,0.92,1.0,0.0,1.0,0.669,0.685,0.691,0.234,0.665,0.711,0.019,0.021,0.022,0.013
15.0,351.115,263.969,345.0,259.0,358.0,270.0,131,133.0,14.203,11.952,0.226,42.385,0.916,0.985,0.0,1.0,0.673,0.689,0.694,0.027,0.654,0.714,0.032,0.03,0.035,0.019
16.0,352.565,13.62,347.0,8.0,358.0,19.0,108,108.0,12.174,11.403,0.623,36.971,0.993,1.0,0.0,1.0,0.668,0.682,0.689,0.17,0.668,0.707,0.055,0.044,0.072,0.031
19.0,357.344,102.047,354.0,98.0,361.0,107.0,64,64.0,10.492,7.89,1.197,28.485,0.991,1.0,0.0,0.984,0.643,0.663,0.668,0.131,0.629,0.68,0.069,0.056,0.065,0.054
