area,min_row,min_col,max_row,max_col,row_centroid,col_centroid,convex_area,label,major_axis_length,minor_axis_length,orientation,perimeter,perimeter_crofton,cloud_fraction,band_7_reflectance,band_2_reflectance,band_1_reflectance
317,5.0,332.0,31.0,348.0,19.0,340.0,334.0,1.0,26.12,15.64,-0.36,69.36,68.43,0.01,0.12,0.89,0.9
86,12.0,382.0,21.0,392.0,16.0,387.0,90.0,2.0,13.29,8.37,0.94,33.9,34.82,0.0,0.04,0.92,0.92
94,21.0,379.0,33.0,387.0,27.0,383.0,101.0,3.0,13.51,9.0,0.07,35.31,36.16,0.0,0.06,0.89,0.89
85,23.0,356.0,34.0,365.0,29.0,360.0,93.0,4.0,11.6,9.67,0.45,34.14,35.05,0.0,0.04,0.91,0.92
102,30.0,341.0,42.0,350.0,35.0,345.0,107.0,5.0,13.55,9.74,-0.27,36.14,36.95,0.0,0.06,0.9,0.9
70,40.0,246.0,50.0,254.0,45.0,250.0,76.0,7.0,10.55,8.49,0.28,29.56,30.7,1.0,0.66,0.87,0.86
75,56.0,371.0,66.0,379.0,61.0,376.0,80.0,8.0,11.69,8.62,0.46,31.9,32.92,0.0,0.06,0.87,0.88
60,58.0,348.0,69.0,354.0,63.0,351.0,67.0,9.0,12.59,6.09,-0.2,29.31,30.47,0.0,0.05,0.88,0.88
163,61.0,324.0,78.0,335.0,70.0,330.0,169.0,10.0,17.61,12.13,-0.09,47.21,47.44,0.0,0.06,0.89,0.88
63,69.0,381.0,78.0,388.0,74.0,384.0,65.0,11.0,10.64,7.57,0.46,27.31,28.58,0.0,0.08,0.89,0.9
649,81.0,234.0,115.0,261.0,96.0,249.0,687.0,12.0,36.47,23.71,0.56,102.08,99.46,1.0,0.66,0.88,0.88
70,88.0,339.0,100.0,345.0,94.0,342.0,73.0,13.0,13.24,6.88,0.22,31.31,32.37,0.0,0.07,0.88,0.89
635,98.0,220.0,128.0,249.0,114.0,233.0,666.0,15.0,35.38,23.95,0.78,99.25,96.78,1.0,0.65,0.87,0.87
172,102.0,320.0,116.0,336.0,108.0,327.0,184.0,16.0,16.69,13.78,-0.82,50.42,50.68,0.0,0.04,0.89,0.9
86,110.0,351.0,123.0,359.0,116.0,355.0,95.0,18.0,14.08,8.12,-0.03,35.56,36.39,0.0,0.06,0.84,0.84
59,111.0,311.0,120.0,318.0,116.0,314.0,64.0,19.0,10.24,7.51,-0.0,27.31,28.58,0.0,0.06,0.9,0.9
5035,118.0,318.0,205.0,399.0,164.0,359.0,5457.0,20.0,90.63,73.32,-0.86,290.69,278.28,0.0,0.02,0.91,0.92
69,128.0,312.0,138.0,319.0,133.0,315.0,71.0,22.0,10.96,8.15,-0.14,28.73,29.92,0.0,0.05,0.88,0.88
233,129.0,241.0,147.0,257.0,138.0,249.0,246.0,23.0,18.28,16.29,0.37,55.7,55.49,1.0,0.66,0.86,0.86
57,135.0,322.0,144.0,329.0,139.0,325.0,61.0,25.0,9.46,7.78,-0.57,26.31,28.02,0.0,0.05,0.89,0.92
119,141.0,303.0,154.0,314.0,148.0,308.0,127.0,26.0,13.69,11.24,-0.15,39.21,39.86,0.0,0.04,0.89,0.89
3486,199.0,185.0,273.0,252.0,236.0,220.0,3586.0,27.0,83.03,53.76,-0.71,233.04,223.61,1.0,0.67,0.91,0.9
94,207.0,324.0,219.0,333.0,212.0,329.0,100.0,28.0,12.93,9.82,0.28,36.14,36.95,0.0,0.05,0.91,0.93
526,209.0,271.0,236.0,294.0,223.0,283.0,541.0,29.0,28.7,23.53,-0.33,84.18,82.49,1.0,0.64,0.89,0.89
62,210.0,336.0,221.0,342.0,215.0,339.0,67.0,30.0,11.77,6.84,0.08,28.73,29.92,0.0,0.07,0.87,0.89
1270,234.0,334.0,274.0,374.0,253.0,353.0,1332.0,33.0,46.35,36.44,-0.87,140.67,136.04,0.0,0.02,0.91,0.92
87,244.0,376.0,257.0,385.0,250.0,381.0,96.0,34.0,14.94,7.45,0.39,35.8,36.62,0.0,0.07,0.86,0.87
72,272.0,381.0,279.0,392.0,275.0,387.0,76.0,35.0,12.82,7.59,1.31,31.9,32.92,0.0,0.06,0.88,0.89
437,274.0,273.0,294.0,300.0,284.0,287.0,460.0,36.0,29.85,19.09,-1.24,81.11,79.58,1.0,0.65,0.88,0.88
70,276.0,340.0,286.0,349.0,281.0,345.0,77.0,37.0,11.28,8.21,-0.81,31.35,32.6,0.0,0.04,0.9,0.92
140,281.0,349.0,293.0,363.0,287.0,357.0,149.0,38.0,17.52,10.38,-1.0,44.97,45.32,0.0,0.04,0.86,0.88
146,285.0,254.0,302.0,267.0,293.0,260.0,156.0,39.0,21.02,8.93,-0.6,49.46,49.57,1.0,0.67,0.87,0.87
69,297.0,351.0,307.0,359.0,301.0,355.0,74.0,40.0,11.06,8.3,0.27,30.14,31.26,0.0,0.06,0.88,0.89
62,305.0,372.0,312.0,381.0,308.0,376.0,68.0,42.0,10.63,7.67,-1.38,28.49,29.69,0.0,0.04,0.88,0.89
247,316.0,200.0,335.0,216.0,325.0,207.0,261.0,44.0,19.62,16.24,-0.09,57.7,57.38,1.0,0.65,0.88,0.87
55,321.0,347.0,328.0,356.0,324.0,352.0,57.0,45.0,9.81,7.41,1.17,26.14,27.47,0.0,0.06,0.88,0.89
77,323.0,364.0,331.0,375.0,327.0,369.0,82.0,46.0,12.33,8.12,-1.32,31.56,32.6,0.0,0.04,0.89,0.9
139,325.0,334.0,337.0,347.0,331.0,340.0,142.0,47.0,15.31,11.58,0.97,41.21,41.75,0.0,0.03,0.89,0.9
760,333.0,230.0,365.0,260.0,350.0,245.0,784.0,49.0,33.62,29.2,-0.41,102.33,99.69,1.0,0.67,0.91,0.91
167,338.0,368.0,352.0,382.0,345.0,376.0,177.0,50.0,16.82,13.05,-0.82,47.8,48.0,0.0,0.03,0.91,0.92
252,340.0,338.0,355.0,357.0,347.0,347.0,265.0,51.0,21.07,15.34,-1.33,58.63,58.26,0.0,0.03,0.9,0.91
79,357.0,344.0,365.0,355.0,361.0,350.0,83.0,53.0,10.89,9.23,-1.54,30.97,32.04,0.0,0.03,0.89,0.91
