"label","row_centroid","col_centroid","min_row","min_col","max_row","max_col","area","convex_area","major_axis_length","minor_axis_length","orientation","perimeter","circularity","solidity","cloud_fraction_ift","ice_fraction_ift","tc_band_1_reflectance","tc_band_4_reflectance","tc_band_3_reflectance","fc_band_7_reflectance","fc_band_2_reflectance","fc_band_1_reflectance","proc_grayscale_std","tc_band_1_std","boundary_gradient","interior_gradient"
1.0,247.818,74.83,239.0,69.0,255.0,82.0,165,165.0,17.863,12.081,0.645,48.627,0.877,1.0,0.0,1.0,0.84,0.852,0.879,0.204,0.904,0.904,0.032,0.029,0.047,0.018
2.0,261.366,49.068,240.0,34.0,278.0,68.0,1007,1007.0,40.217,32.992,0.606,122.326,0.846,1.0,0.0,0.998,0.846,0.854,0.883,0.226,0.903,0.909,0.045,0.042,0.093,0.026
3.0,271.986,111.391,266.0,104.0,277.0,119.0,138,139.0,15.664,11.317,1.176,43.213,0.929,1.007,0.0,1.0,0.847,0.855,0.881,0.2,0.907,0.916,0.035,0.032,0.031,0.025
4.0,286.79,57.852,280.0,50.0,294.0,67.0,176,177.0,18.148,12.572,0.964,50.284,0.875,1.006,0.0,1.0,0.857,0.86,0.881,0.251,0.916,0.912,0.043,0.035,0.113,0.034
5.0,300.438,98.775,286.0,81.0,317.0,113.0,721,725.0,35.142,27.118,0.857,103.74,0.842,1.006,0.0,1.0,0.856,0.858,0.89,0.236,0.912,0.91,0.045,0.04,0.11,0.032
6.0,290.9,125.62,286.0,121.0,297.0,130.0,100,100.0,12.493,10.301,0.259,34.728,1.042,1.0,0.0,1.0,0.812,0.826,0.859,0.208,0.867,0.873,0.079,0.066,0.107,0.076
7.0,301.128,69.59,297.0,65.0,307.0,74.0,78,78.0,11.724,8.706,0.591,32.142,0.949,1.0,0.0,0.987,0.84,0.845,0.865,0.199,0.891,0.896,0.063,0.055,0.079,0.052
9.0,307.706,46.373,304.0,42.0,311.0,51.0,51,51.0,10.98,6.038,0.859,26.728,0.897,1.0,0.0,0.98,0.811,0.824,0.847,0.207,0.873,0.877,0.087,0.069,0.118,0.088
11.0,318.5,92.245,312.0,88.0,325.0,97.0,102,102.0,14.181,9.206,0.353,36.385,0.968,1.0,0.0,1.0,0.857,0.857,0.883,0.202,0.913,0.915,0.028,0.029,0.068,0.03
12.0,316.942,73.13,313.0,68.0,321.0,78.0,69,69.0,11.101,8.06,1.196,29.556,0.993,1.0,0.0,1.0,0.841,0.853,0.882,0.304,0.895,0.912,0.058,0.052,0.105,0.059
13.0,327.299,30.97,323.0,27.0,332.0,35.0,67,67.0,10.39,8.263,-0.008,28.728,1.02,1.0,0.0,1.0,0.831,0.85,0.871,0.232,0.9,0.891,0.056,0.047,0.127,0.062
14.0,328.859,133.594,324.0,130.0,334.0,137.0,64,64.0,11.348,7.177,-0.486,27.556,1.059,1.0,0.0,1.0,0.785,0.804,0.841,0.205,0.824,0.839,0.091,0.076,0.146,0.089
15.0,346.544,145.547,331.0,134.0,362.0,160.0,634,637.0,31.62,26.407,-0.393,96.426,0.857,1.005,0.177,0.819,0.788,0.801,0.839,0.333,0.84,0.851,0.313,0.068,0.093,0.098
16.0,349.694,82.968,345.0,80.0,355.0,87.0,62,62.0,12.465,6.446,-0.361,29.899,0.872,1.0,0.032,0.968,0.799,0.815,0.845,0.259,0.86,0.869,0.166,0.058,0.102,0.093
