"label","row_centroid","col_centroid","min_row","min_col","max_row","max_col","area","convex_area","major_axis_length","minor_axis_length","orientation","perimeter","circularity","solidity","cloud_fraction_ift","ice_fraction_ift","tc_band_1_reflectance","tc_band_4_reflectance","tc_band_3_reflectance","fc_band_7_reflectance","fc_band_2_reflectance","fc_band_1_reflectance","proc_grayscale_std","tc_band_1_std","boundary_gradient","interior_gradient"
1.0,40.438,313.413,31.0,304.0,48.0,324.0,242,242.0,22.845,14.104,0.957,60.527,0.83,1.0,0.0,0.988,0.73,0.745,0.756,0.148,0.793,0.806,0.039,0.034,0.062,0.022
2.0,44.085,278.585,40.0,274.0,49.0,284.0,94,94.0,12.903,9.499,-0.989,35.071,0.96,1.0,0.0,1.0,0.701,0.713,0.735,0.261,0.743,0.753,0.017,0.016,0.169,0.056
3.0,56.986,299.664,50.0,294.0,63.0,307.0,146,146.0,16.339,11.64,0.717,43.799,0.956,1.0,0.0,1.0,0.719,0.733,0.747,0.146,0.764,0.788,0.029,0.025,0.042,0.022
4.0,61.223,144.957,57.0,139.0,66.0,150.0,94,94.0,12.877,9.479,1.257,35.314,0.947,1.0,0.0,1.0,0.876,0.88,0.888,0.084,0.922,0.922,0.04,0.034,0.058,0.036
5.0,68.092,160.773,59.0,152.0,77.0,169.0,207,209.0,21.947,12.151,-0.764,56.941,0.802,0.99,0.0,1.0,0.868,0.871,0.869,0.097,0.912,0.926,0.026,0.026,0.072,0.013
6.0,69.411,207.685,65.0,203.0,73.0,212.0,73,73.0,10.404,8.976,1.543,29.314,1.068,1.0,0.0,1.0,0.799,0.804,0.81,0.122,0.85,0.858,0.046,0.046,0.147,0.044
7.0,79.213,135.541,67.0,125.0,91.0,144.0,338,338.0,23.958,18.66,-0.223,70.184,0.862,1.0,0.0,1.0,0.841,0.849,0.857,0.17,0.879,0.895,0.051,0.055,0.088,0.032
8.0,72.719,311.888,68.0,307.0,77.0,318.0,89,89.0,12.1,9.467,1.138,33.556,0.993,1.0,0.0,0.955,0.723,0.734,0.748,0.129,0.763,0.782,0.063,0.053,0.074,0.045
9.0,88.186,231.763,84.0,228.0,93.0,236.0,59,59.0,10.164,7.666,0.662,27.556,0.976,1.0,0.0,0.898,0.752,0.772,0.784,0.131,0.797,0.797,0.126,0.099,0.127,0.097
10.0,91.155,349.17,84.0,341.0,98.0,361.0,206,207.0,21.099,13.511,-1.534,58.042,0.768,0.995,0.0,1.0,0.815,0.82,0.836,0.089,0.86,0.877,0.03,0.027,0.064,0.027
11.0,97.373,380.664,89.0,374.0,107.0,390.0,217,220.0,18.327,16.423,-0.675,56.87,0.843,0.986,0.0,1.0,0.822,0.829,0.843,0.122,0.869,0.883,0.023,0.021,0.046,0.014
12.0,103.704,177.219,93.0,164.0,114.0,190.0,297,301.0,33.163,11.601,0.924,76.426,0.639,0.987,0.0,0.993,0.84,0.844,0.846,0.062,0.895,0.893,0.043,0.041,0.143,0.033
13.0,102.614,363.533,94.0,357.0,111.0,370.0,184,184.0,19.239,12.225,-0.424,51.213,0.882,1.0,0.0,1.0,0.838,0.852,0.864,0.112,0.893,0.896,0.027,0.025,0.072,0.021
14.0,107.811,304.821,101.0,301.0,115.0,309.0,95,95.0,15.212,8.089,-0.117,37.556,0.846,1.0,0.0,0.895,0.698,0.711,0.73,0.091,0.709,0.752,0.072,0.074,0.086,0.031
15.0,147.119,176.429,107.0,158.0,187.0,196.0,1687,1697.0,78.711,28.663,0.28,195.581,0.554,0.994,0.0,0.993,0.793,0.801,0.814,0.058,0.844,0.86,0.043,0.041,0.071,0.018
16.0,120.19,381.438,113.0,374.0,126.0,388.0,153,153.0,17.919,11.017,-0.914,46.385,0.894,1.0,0.0,1.0,0.831,0.837,0.853,0.133,0.877,0.889,0.04,0.034,0.05,0.026
17.0,132.141,348.965,116.0,336.0,149.0,363.0,693,696.0,37.227,24.135,-0.481,101.841,0.84,0.996,0.0,1.0,0.894,0.894,0.897,0.149,0.931,0.936,0.033,0.031,0.081,0.018
18.0,124.642,323.872,117.0,315.0,132.0,334.0,187,188.0,22.299,10.883,0.912,53.941,0.808,0.995,0.0,0.984,0.809,0.816,0.827,0.122,0.853,0.874,0.068,0.064,0.068,0.041
19.0,134.007,238.765,126.0,233.0,141.0,245.0,153,153.0,16.184,12.228,-0.059,45.213,0.941,1.0,0.0,0.993,0.793,0.803,0.811,0.116,0.841,0.86,0.053,0.054,0.104,0.034
20.0,145.21,325.642,140.0,321.0,151.0,330.0,81,83.0,12.527,8.59,-0.13,33.556,0.904,0.976,0.0,1.0,0.815,0.829,0.844,0.17,0.872,0.881,0.028,0.027,0.094,0.027
21.0,154.798,243.765,145.0,237.0,166.0,250.0,183,184.0,24.062,10.064,-0.459,56.284,0.726,0.995,0.0,1.0,0.889,0.894,0.9,0.141,0.927,0.941,0.027,0.029,0.051,0.016
22.0,173.916,370.963,149.0,350.0,200.0,398.0,1925,1946.0,52.386,49.527,-0.38,171.296,0.824,0.989,0.0,0.999,0.878,0.882,0.893,0.137,0.92,0.928,0.038,0.036,0.074,0.014
23.0,199.576,280.538,155.0,221.0,243.0,340.0,7414,7571.0,113.452,83.91,-1.191,336.676,0.822,0.979,0.0,1.0,0.87,0.874,0.887,0.173,0.912,0.921,0.029,0.03,0.062,0.008
24.0,172.905,210.095,160.0,201.0,185.0,221.0,409,410.0,26.302,20.111,0.304,75.355,0.905,0.998,0.0,1.0,0.848,0.853,0.864,0.088,0.892,0.905,0.043,0.041,0.052,0.019
25.0,196.476,26.671,193.0,21.0,200.0,32.0,82,82.0,12.662,8.274,-1.483,32.485,0.976,1.0,0.0,1.0,0.878,0.884,0.883,0.062,0.925,0.928,0.037,0.031,0.128,0.039
26.0,200.704,71.755,195.0,67.0,206.0,78.0,98,98.0,12.084,10.691,0.749,35.799,0.961,1.0,0.0,0.969,0.836,0.844,0.849,0.073,0.878,0.888,0.109,0.088,0.118,0.075
