area,min_row,min_col,max_row,max_col,row_centroid,col_centroid,convex_area,label,major_axis_length,minor_axis_length,orientation,perimeter,perimeter_crofton,cloud_fraction,band_7_reflectance,band_2_reflectance,band_1_reflectance
385,6.0,337.0,28.0,364.0,18.0,350.0,407.0,1.0,31.79,15.79,-0.96,79.84,78.38,0.0,0.04,0.87,0.87
99,29.0,336.0,37.0,350.0,33.0,342.0,104.0,2.0,15.13,8.54,1.35,37.56,38.29,0.01,0.07,0.86,0.87
67,54.0,9.0,64.0,16.0,59.0,13.0,69.0,3.0,10.61,8.05,0.06,28.14,29.36,0.33,0.43,0.83,0.84
131,58.0,350.0,68.0,363.0,63.0,357.0,135.0,4.0,15.02,11.28,1.55,40.73,41.29,0.0,0.08,0.76,0.77
142,75.0,58.0,91.0,67.0,84.0,62.0,146.0,5.0,17.11,10.78,0.04,44.14,44.53,0.0,0.23,0.91,0.91
51,76.0,129.0,83.0,137.0,80.0,133.0,54.0,6.0,9.93,6.58,1.08,24.73,26.13,0.0,0.05,0.83,0.84
78,96.0,71.0,108.0,79.0,103.0,75.0,85.0,8.0,14.42,7.0,0.46,34.14,35.05,0.0,0.06,0.91,0.91
75,100.0,82.0,112.0,89.0,106.0,85.0,79.0,9.0,13.49,7.13,0.38,32.14,33.15,0.0,0.04,0.87,0.88
140,101.0,152.0,116.0,164.0,108.0,157.0,144.0,10.0,16.95,10.84,-0.47,43.46,43.88,0.0,0.04,0.76,0.77
114,103.0,61.0,115.0,72.0,110.0,66.0,124.0,11.0,13.73,10.8,0.37,38.97,39.63,0.0,0.16,0.89,0.9
52,121.0,52.0,130.0,57.0,126.0,55.0,54.0,13.0,10.83,6.2,0.03,25.66,27.01,0.0,0.28,0.87,0.88
118,122.0,23.0,135.0,35.0,128.0,29.0,127.0,14.0,14.4,10.69,-0.75,40.63,41.2,0.01,0.32,0.85,0.86
161,128.0,11.0,142.0,25.0,136.0,18.0,168.0,16.0,16.51,13.0,0.8,47.21,47.44,0.0,0.3,0.89,0.89
210,135.0,71.0,158.0,82.0,147.0,77.0,228.0,17.0,24.87,11.1,-0.14,60.04,59.6,0.0,0.05,0.82,0.82
265,145.0,37.0,166.0,52.0,155.0,44.0,279.0,18.0,23.71,14.32,-0.29,62.04,61.5,0.0,0.26,0.86,0.87
55,146.0,327.0,153.0,334.0,150.0,331.0,58.0,19.0,9.41,7.51,-0.71,25.66,27.01,0.07,0.09,0.65,0.66
69,156.0,380.0,167.0,387.0,162.0,384.0,73.0,21.0,12.8,6.96,-0.36,30.73,31.81,0.01,0.05,0.77,0.78
100,176.0,352.0,183.0,367.0,179.0,360.0,105.0,22.0,15.89,8.28,1.55,38.14,38.84,0.01,0.05,0.74,0.74
309,217.0,33.0,243.0,45.0,229.0,39.0,315.0,23.0,28.6,13.92,0.03,68.38,67.51,0.0,0.23,0.88,0.88
125,300.0,26.0,310.0,42.0,305.0,33.0,138.0,25.0,16.38,9.94,-1.44,43.38,44.21,0.0,0.14,0.92,0.92
145,308.0,37.0,326.0,47.0,317.0,42.0,154.0,26.0,17.59,10.65,-0.02,46.63,46.89,0.0,0.09,0.88,0.89
322,318.0,19.0,338.0,38.0,328.0,28.0,334.0,27.0,21.98,18.7,0.72,65.11,64.41,0.0,0.13,0.86,0.87
