area,min_row,min_col,max_row,max_col,row_centroid,col_centroid,convex_area,label,major_axis_length,minor_axis_length,orientation,perimeter,perimeter_crofton,cloud_fraction,band_7_reflectance,band_2_reflectance,band_1_reflectance
83,4.0,102.0,11.0,114.0,8.0,108.0,87.0,1.0,13.44,7.84,-1.33,32.73,33.71,0.0,0.06,0.85,0.88
85,12.0,252.0,21.0,262.0,17.0,257.0,90.0,3.0,11.15,9.78,-1.36,32.14,33.15,0.0,0.03,0.92,0.95
252,18.0,288.0,34.0,307.0,27.0,298.0,263.0,4.0,20.53,15.92,-1.13,58.87,58.49,0.0,0.04,0.88,0.91
140,36.0,269.0,48.0,283.0,42.0,276.0,146.0,5.0,16.32,10.98,-1.05,42.63,43.09,0.02,0.18,0.94,0.95
88,56.0,279.0,66.0,287.0,61.0,283.0,89.0,6.0,11.69,9.57,0.06,31.9,32.92,0.18,0.44,0.92,0.95
81,73.0,245.0,83.0,254.0,78.0,249.0,85.0,7.0,11.42,9.18,0.51,31.56,32.6,0.0,0.04,0.59,0.7
76,84.0,212.0,92.0,223.0,88.0,218.0,84.0,8.0,13.36,7.32,-1.15,32.73,33.71,0.0,0.06,0.67,0.73
127,91.0,244.0,100.0,258.0,95.0,251.0,131.0,9.0,15.94,10.23,1.26,40.73,41.29,0.0,0.04,0.64,0.73
102,93.0,225.0,105.0,233.0,99.0,229.0,104.0,10.0,13.87,9.49,-0.24,35.9,36.72,0.0,0.05,0.58,0.67
148,145.0,182.0,155.0,197.0,150.0,189.0,154.0,12.0,16.75,11.41,1.55,44.14,44.53,0.0,0.04,0.32,0.45
713,163.0,101.0,187.0,135.0,175.0,117.0,733.0,14.0,35.54,25.8,1.36,100.18,97.66,0.59,0.43,0.8,0.84
125,166.0,256.0,178.0,267.0,172.0,261.0,130.0,15.0,13.33,11.95,-0.49,38.97,39.63,0.0,0.06,0.29,0.44
79,188.0,148.0,198.0,157.0,193.0,152.0,84.0,16.0,12.11,8.3,0.61,31.56,32.6,0.96,0.47,0.76,0.79
62,250.0,342.0,257.0,350.0,253.0,346.0,64.0,17.0,9.17,8.61,1.57,26.49,27.79,0.03,0.1,0.64,0.74
