"label","row_centroid","col_centroid","min_row","min_col","max_row","max_col","area","convex_area","major_axis_length","minor_axis_length","orientation","perimeter","circularity","solidity","cloud_fraction_ift","ice_fraction_ift","tc_band_1_reflectance","tc_band_4_reflectance","tc_band_3_reflectance","fc_band_7_reflectance","fc_band_2_reflectance","fc_band_1_reflectance","proc_grayscale_std","tc_band_1_std","boundary_gradient","interior_gradient"
4.0,72.182,221.256,54.0,214.0,88.0,229.0,390,399.0,35.392,14.477,0.058,83.941,0.696,1.023,0.013,0.987,0.719,0.726,0.72,0.092,0.725,0.777,0.091,0.039,0.113,0.032
5.0,57.315,256.389,55.0,249.0,60.0,262.0,54,54.0,14.719,5.085,1.547,30.692,0.72,1.0,0.0,1.0,0.716,0.737,0.74,0.07,0.706,0.778,0.067,0.055,0.073,0.063
6.0,67.416,267.617,56.0,257.0,77.0,277.0,332,334.0,25.076,17.217,-0.763,70.284,0.845,1.006,0.0,1.0,0.721,0.73,0.726,0.037,0.723,0.777,0.041,0.04,0.1,0.027
7.0,61.01,321.542,56.0,311.0,67.0,333.0,192,193.0,22.379,11.083,1.374,56.627,0.752,1.005,0.01,0.99,0.708,0.721,0.714,0.084,0.71,0.758,0.08,0.031,0.131,0.033
8.0,67.21,241.64,59.0,237.0,73.0,248.0,100,104.0,16.343,8.161,0.516,41.213,0.74,1.04,0.0,0.91,0.682,0.693,0.688,0.047,0.637,0.718,0.157,0.125,0.097,0.091
10.0,81.098,238.984,75.0,234.0,88.0,244.0,123,123.0,14.346,10.991,0.132,39.556,0.988,1.0,0.0,0.967,0.674,0.689,0.683,0.061,0.645,0.708,0.067,0.064,0.145,0.075
11.0,186.858,268.552,171.0,260.0,202.0,278.0,422,422.0,32.847,16.534,0.389,81.598,0.796,1.0,0.495,0.505,0.75,0.761,0.753,0.372,0.772,0.815,0.382,0.043,0.059,0.049
12.0,186.939,357.989,178.0,351.0,195.0,364.0,179,180.0,17.327,13.615,-0.015,49.456,0.92,1.006,1.0,0.0,0.72,0.736,0.741,0.497,0.747,0.785,0.0,0.032,0.0,0.0
13.0,212.067,212.819,207.0,206.0,217.0,220.0,105,105.0,14.316,9.538,-1.378,38.627,0.884,1.0,0.076,0.914,0.708,0.725,0.73,0.167,0.698,0.748,0.208,0.05,0.147,0.116
14.0,217.133,303.05,212.0,300.0,222.0,306.0,60,60.0,11.177,6.915,0.201,27.314,1.011,1.0,0.067,0.933,0.695,0.712,0.712,0.237,0.688,0.737,0.19,0.04,0.118,0.085
15.0,231.224,262.126,219.0,249.0,242.0,275.0,500,509.0,26.77,24.308,-1.302,85.113,0.867,1.018,0.008,0.992,0.707,0.724,0.72,0.06,0.685,0.767,0.072,0.035,0.1,0.028
17.0,228.805,391.286,223.0,387.0,233.0,396.0,77,77.0,10.077,10.019,-0.333,30.971,1.009,1.0,1.0,0.0,0.701,0.714,0.727,0.469,0.713,0.746,0.0,0.031,0.0,0.0
18.0,228.719,225.258,224.0,220.0,235.0,230.0,89,90.0,11.987,9.777,0.499,34.385,0.946,1.011,0.011,0.989,0.699,0.722,0.721,0.07,0.662,0.74,0.092,0.045,0.107,0.06
19.0,235.393,377.77,232.0,373.0,238.0,383.0,61,62.0,11.254,7.069,-1.487,27.899,0.985,1.016,1.0,0.0,0.679,0.685,0.685,0.456,0.688,0.714,0.0,0.052,0.0,0.0
20.0,250.303,161.985,236.0,148.0,264.0,179.0,544,571.0,36.813,19.799,0.745,97.497,0.719,1.05,0.0,0.994,0.727,0.735,0.725,0.131,0.734,0.79,0.048,0.045,0.112,0.031
22.0,265.726,26.601,250.0,12.0,280.0,45.0,734,752.0,34.65,27.707,1.128,109.497,0.769,1.025,1.0,0.0,0.754,0.762,0.761,0.567,0.783,0.819,0.0,0.047,0.0,0.0
24.0,254.544,118.105,251.0,114.0,258.0,122.0,57,57.0,9.037,8.252,1.013,26.485,1.021,1.0,0.0,1.0,0.72,0.736,0.728,0.06,0.72,0.776,0.03,0.036,0.139,0.045
25.0,266.678,226.52,262.0,219.0,272.0,234.0,152,152.0,16.989,11.467,1.419,44.142,0.98,1.0,0.914,0.086,0.728,0.744,0.74,0.442,0.751,0.807,0.195,0.039,0.085,0.06
26.0,268.106,88.985,263.0,85.0,273.0,92.0,66,66.0,11.28,7.538,-0.295,28.728,1.005,1.0,0.0,0.939,0.669,0.689,0.691,0.075,0.654,0.705,0.13,0.104,0.122,0.09
28.0,277.198,101.741,272.0,98.0,282.0,106.0,81,81.0,11.32,9.148,0.251,31.314,1.038,1.0,0.0,0.963,0.683,0.696,0.699,0.201,0.681,0.732,0.083,0.075,0.13,0.064
29.0,275.278,117.389,272.0,114.0,279.0,122.0,54,54.0,9.104,7.773,-1.264,25.314,1.059,1.0,1.0,0.0,0.683,0.695,0.696,0.428,0.7,0.741,0.0,0.061,0.0,0.0
32.0,280.262,322.328,276.0,319.0,285.0,326.0,61,61.0,9.636,8.118,-0.041,27.314,1.027,1.0,1.0,0.0,0.697,0.712,0.717,0.455,0.7,0.749,0.0,0.041,0.013,0.0
33.0,280.494,359.247,276.0,354.0,284.0,364.0,85,85.0,11.72,9.559,-1.415,33.071,0.977,1.0,1.0,0.0,0.711,0.732,0.736,0.348,0.707,0.762,0.0,0.063,0.0,0.0
34.0,292.21,103.272,287.0,99.0,297.0,108.0,81,81.0,11.466,9.279,-0.024,32.728,0.95,1.0,1.0,0.0,0.716,0.72,0.731,0.53,0.748,0.769,0.0,0.017,0.012,0.0
35.0,294.577,130.795,289.0,127.0,299.0,135.0,78,78.0,11.159,9.044,-0.004,30.728,1.038,1.0,1.0,0.0,0.73,0.736,0.736,0.427,0.754,0.8,0.0,0.022,0.0,0.0
36.0,299.588,385.873,293.0,380.0,304.0,393.0,102,105.0,12.567,11.336,-1.178,40.349,0.787,1.029,0.441,0.549,0.715,0.715,0.71,0.355,0.738,0.769,0.373,0.051,0.189,0.122
37.0,302.993,311.832,295.0,306.0,309.0,317.0,143,145.0,15.596,11.954,-0.376,44.971,0.889,1.014,0.0,1.0,0.695,0.714,0.709,0.032,0.651,0.738,0.047,0.037,0.094,0.028
38.0,314.242,381.061,308.0,375.0,322.0,387.0,132,132.0,15.024,11.429,-0.449,42.627,0.913,1.0,0.015,0.977,0.699,0.715,0.712,0.066,0.682,0.751,0.105,0.048,0.113,0.061
40.0,321.57,365.912,315.0,358.0,328.0,374.0,114,131.0,18.51,9.237,0.705,49.213,0.591,1.149,0.0,0.982,0.688,0.701,0.705,0.066,0.662,0.723,0.071,0.061,0.156,0.07
42.0,332.098,72.976,324.0,68.0,340.0,80.0,164,169.0,18.094,11.747,-0.16,48.556,0.874,1.03,1.0,0.0,0.734,0.738,0.746,0.603,0.774,0.798,0.0,0.022,0.0,0.0
43.0,328.667,229.697,325.0,225.0,332.0,235.0,66,66.0,11.184,7.509,1.119,28.728,1.005,1.0,0.0,0.924,0.679,0.697,0.696,0.08,0.615,0.696,0.141,0.113,0.143,0.11
44.0,338.252,365.802,330.0,358.0,347.0,372.0,202,202.0,18.088,14.601,-0.077,52.042,0.937,1.0,0.0,0.99,0.723,0.728,0.718,0.032,0.715,0.776,0.049,0.044,0.137,0.034
45.0,346.749,286.863,339.0,277.0,354.0,299.0,271,271.0,22.263,15.695,1.546,61.113,0.912,1.0,0.0,1.0,0.712,0.718,0.704,0.036,0.715,0.768,0.05,0.047,0.139,0.045
48.0,351.865,90.622,345.0,86.0,359.0,95.0,111,112.0,15.151,9.382,0.217,39.799,0.881,1.009,0.658,0.342,0.703,0.712,0.722,0.426,0.713,0.754,0.347,0.044,0.072,0.088
49.0,359.441,336.761,350.0,323.0,369.0,352.0,372,397.0,29.706,17.168,1.442,80.77,0.717,1.067,0.0,0.984,0.7,0.706,0.696,0.033,0.702,0.749,0.066,0.057,0.15,0.046
51.0,362.08,118.6,356.0,113.0,370.0,125.0,125,125.0,14.235,11.494,0.454,40.87,0.94,1.0,0.032,0.968,0.702,0.718,0.72,0.199,0.684,0.756,0.137,0.04,0.096,0.069
53.0,373.985,285.809,369.0,282.0,380.0,290.0,68,72.0,12.186,7.584,0.23,32.314,0.818,1.059,0.0,0.956,0.69,0.694,0.678,0.065,0.681,0.723,0.096,0.082,0.199,0.071
54.0,381.028,63.875,373.0,58.0,389.0,70.0,144,144.0,16.169,11.541,-0.335,44.87,0.899,1.0,1.0,0.0,0.705,0.724,0.733,0.381,0.708,0.761,0.0,0.064,0.0,0.0
55.0,379.64,113.827,374.0,109.0,384.0,118.0,75,75.0,12.437,7.797,-0.698,31.556,0.946,1.0,0.0,0.96,0.654,0.675,0.679,0.139,0.616,0.679,0.091,0.07,0.115,0.062
57.0,382.897,95.446,377.0,86.0,392.0,104.0,204,206.0,18.242,15.025,1.493,54.87,0.851,1.01,0.373,0.627,0.703,0.716,0.708,0.321,0.694,0.752,0.357,0.026,0.104,0.069
59.0,387.989,210.921,380.0,204.0,395.0,219.0,177,177.0,16.021,14.335,1.091,48.284,0.954,1.0,0.0,0.938,0.722,0.74,0.735,0.069,0.706,0.765,0.156,0.131,0.192,0.1
63.0,388.577,226.019,385.0,223.0,394.0,231.0,52,55.0,10.727,6.741,-0.557,27.521,0.863,1.058,0.0,1.0,0.71,0.738,0.724,0.089,0.697,0.74,0.067,0.061,0.248,0.105
