area,min_row,min_col,max_row,max_col,row_centroid,col_centroid,convex_area,label,major_axis_length,minor_axis_length,orientation,perimeter,perimeter_crofton,cloud_fraction,band_7_reflectance,band_2_reflectance,band_1_reflectance
727,5.0,84.0,39.0,118.0,21.0,101.0,779.0,1.0,37.55,25.83,-0.73,109.05,106.07,0.0,0.09,0.74,0.81
76,12.0,197.0,21.0,207.0,17.0,202.0,83.0,2.0,10.07,9.83,0.88,31.56,32.6,0.0,0.1,0.66,0.74
54,16.0,261.0,23.0,269.0,20.0,265.0,59.0,3.0,8.71,7.94,1.23,25.31,26.68,0.0,0.1,0.68,0.74
96,17.0,119.0,30.0,130.0,23.0,125.0,107.0,4.0,14.77,8.43,0.63,38.04,38.75,0.0,0.05,0.72,0.79
73,22.0,190.0,30.0,200.0,26.0,195.0,76.0,5.0,11.16,8.34,1.38,29.56,30.7,0.0,0.04,0.73,0.79
59,26.0,229.0,34.0,238.0,30.0,233.0,65.0,6.0,11.15,6.85,0.88,28.14,29.36,0.0,0.05,0.72,0.79
122,27.0,255.0,39.0,269.0,33.0,262.0,132.0,7.0,15.79,10.23,-0.93,42.04,42.54,0.0,0.17,0.69,0.76
393,32.0,203.0,52.0,226.0,41.0,215.0,411.0,8.0,25.93,19.41,1.11,74.28,73.11,0.0,0.06,0.72,0.8
625,34.0,161.0,63.0,187.0,48.0,174.0,648.0,9.0,32.16,25.32,0.3,94.18,91.97,0.0,0.04,0.74,0.81
57,36.0,228.0,44.0,235.0,40.0,231.0,59.0,10.0,9.75,7.5,0.39,25.9,27.24,0.0,0.09,0.72,0.79
383,37.0,59.0,59.0,82.0,49.0,70.0,405.0,11.0,26.98,18.38,-0.86,74.77,73.57,0.0,0.03,0.74,0.81
92,38.0,385.0,52.0,392.0,45.0,389.0,98.0,12.0,15.49,7.62,0.19,36.73,37.5,0.22,0.35,0.73,0.8
183,51.0,188.0,69.0,201.0,60.0,194.0,194.0,14.0,18.81,12.7,-0.34,51.46,51.46,0.0,0.11,0.74,0.82
