"label","row_centroid","col_centroid","min_row","min_col","max_row","max_col","area","convex_area","major_axis_length","minor_axis_length","orientation","perimeter","circularity","solidity","cloud_fraction_ift","ice_fraction_ift","tc_band_1_reflectance","tc_band_4_reflectance","tc_band_3_reflectance","fc_band_7_reflectance","fc_band_2_reflectance","fc_band_1_reflectance","proc_grayscale_std","tc_band_1_std","boundary_gradient","interior_gradient"
1.0,6.216,351.041,3.0,345.0,10.0,356.0,74,74.0,13.097,7.324,1.177,31.899,0.914,1.0,0.0,1.0,0.845,0.853,0.848,0.175,0.857,0.899,0.024,0.024,0.047,0.025
2.0,50.707,381.663,47.0,376.0,55.0,387.0,92,92.0,13.527,8.762,1.248,34.485,0.972,1.0,0.0,1.0,0.835,0.843,0.832,0.283,0.851,0.894,0.02,0.018,0.025,0.016
3.0,135.491,316.226,131.0,312.0,140.0,320.0,53,53.0,9.308,7.403,-0.235,26.385,0.957,1.0,0.0,1.0,0.809,0.82,0.818,0.183,0.827,0.876,0.059,0.05,0.086,0.05
4.0,142.07,374.108,135.0,366.0,148.0,381.0,157,159.0,15.148,13.611,-1.496,46.627,0.907,1.013,0.0,1.0,0.827,0.835,0.831,0.197,0.849,0.885,0.013,0.013,0.04,0.01
6.0,188.509,364.858,183.0,359.0,195.0,371.0,106,111.0,13.777,10.724,-0.531,40.971,0.794,1.047,0.16,0.84,0.804,0.816,0.808,0.377,0.834,0.867,0.311,0.039,0.176,0.131
7.0,203.831,337.382,197.0,330.0,210.0,344.0,136,144.0,14.435,12.686,-1.064,45.835,0.814,1.059,0.066,0.934,0.811,0.821,0.81,0.368,0.835,0.868,0.223,0.069,0.15,0.129
9.0,247.614,171.807,243.0,168.0,251.0,175.0,57,57.0,9.138,8.258,-0.392,27.071,0.977,1.0,0.0,1.0,0.809,0.816,0.807,0.101,0.833,0.879,0.042,0.037,0.039,0.022
10.0,273.6,193.182,269.0,187.0,278.0,199.0,110,110.0,13.635,10.281,1.514,36.728,1.025,1.0,0.0,1.0,0.809,0.814,0.801,0.134,0.833,0.864,0.04,0.037,0.066,0.032
11.0,297.824,342.723,289.0,335.0,306.0,351.0,159,163.0,21.986,9.512,0.68,51.941,0.741,1.025,0.0,0.981,0.694,0.704,0.7,0.238,0.704,0.74,0.091,0.081,0.116,0.061
12.0,302.721,145.486,296.0,140.0,310.0,152.0,140,140.0,14.957,12.234,-0.444,43.799,0.917,1.0,0.0,1.0,0.812,0.817,0.805,0.051,0.833,0.87,0.036,0.033,0.07,0.029
16.0,318.468,44.444,309.0,36.0,328.0,54.0,284,290.0,19.702,18.693,0.456,63.456,0.886,1.021,0.0,1.0,0.79,0.798,0.791,0.155,0.822,0.858,0.027,0.025,0.065,0.021
17.0,324.721,97.172,319.0,89.0,330.0,105.0,122,122.0,16.801,9.343,-0.97,42.284,0.857,1.0,0.0,1.0,0.766,0.773,0.766,0.166,0.798,0.831,0.06,0.052,0.071,0.031
19.0,343.979,40.584,337.0,33.0,353.0,49.0,190,191.0,16.318,15.262,0.324,51.698,0.893,1.005,0.0,1.0,0.772,0.779,0.775,0.211,0.806,0.844,0.032,0.032,0.087,0.023
23.0,360.688,109.812,357.0,104.0,366.0,115.0,80,82.0,11.111,10.041,1.148,32.971,0.925,1.025,0.0,1.0,0.77,0.782,0.772,0.269,0.804,0.842,0.037,0.036,0.163,0.048
27.0,370.172,132.078,362.0,126.0,378.0,138.0,180,180.0,17.971,12.772,0.299,47.799,0.99,1.0,0.0,1.0,0.794,0.8,0.789,0.205,0.82,0.854,0.058,0.058,0.114,0.048
29.0,370.351,332.298,366.0,326.0,375.0,338.0,94,94.0,13.67,8.841,1.304,34.971,0.966,1.0,0.904,0.085,0.593,0.598,0.607,0.297,0.587,0.611,0.18,0.045,0.112,0.084
