"mean_dist_s1_s2","mean_relative_error_area","mean_relative_error_perimeter","mean_scaled_shape_difference","std_dist_s1_s2","std_relative_error_area","std_relative_error_perimeter","std_scaled_shape_difference"
20.220039791628853,14.593136756976667,1.2869372644056714,14.782715966282353,27.828705112498493,36.83642037191334,2.5616776018542162,36.62581679521896
17.163888411720276,11.2478873769477,0.9200738868072007,11.435452202363452,25.717845274187187,28.23451031447471,1.8160117854912297,28.060225538662735
13.873546027848864,8.885167922621102,0.677935344139779,9.07960884624767,23.528812898094337,25.36775645468419,1.5330340223131447,25.209039376071775
13.160242755184017,7.954069027260264,0.5712875737741261,8.15798102200643,22.572443686486313,23.770291234524098,1.3545772059896826,23.610377065487192
11.734540672429127,6.923269738908211,0.4601180523978033,7.13435926746336,21.304848802746914,22.619988752300202,1.2004631973156379,22.450847459908182
20.668974775354577,15.93551200308011,1.3657161615978335,16.111633997862803,28.167838069663645,39.32652391801705,2.6492416568339903,39.10754831582076
17.402034413293066,12.045822418242034,0.9636046200904889,12.227774932322268,25.7834341877361,30.187388342506374,1.8763880588819999,30.008010695898097
14.05791321286629,9.276552264730906,0.7057927411284078,9.466171500664032,23.533753105065845,26.38583595780642,1.5717026703333332,26.221730309254088
13.30832465465212,8.140790882973759,0.5900271518016711,8.344215645500585,22.661697691018205,24.005349318669218,1.3785592283106651,23.84285403854385
11.871706211559374,7.076383511080121,0.47257353223893855,7.283197799974364,21.689242191341744,22.87900188833014,1.2221434963429423,22.70606653803883
10.601200417252862,5.5119305393494376,0.4610008907243776,5.711279957461567,18.85387590021647,17.94432025173397,1.0049443113227154,17.811356917901254
9.312452227298147,4.7128560545428,0.3600008554363448,4.916907914868872,17.458039090964018,17.148961285532724,0.9129579997137806,17.017104720599992
8.586518710333097,3.7642736410064552,0.2662829426577961,4.012152375647025,16.20567681453382,15.944802608755364,0.7726262409979826,15.81270453175433
8.272483453204652,3.7285077286562673,0.24157386479241558,3.98596339642273,15.356111109738144,16.32818592835206,0.7726071999169036,16.19440939819486
8.60405262889576,3.829655020211064,0.23793470836788477,4.105537926985379,15.530802537724647,16.65226360885898,0.7775522412597512,16.510933368530765
11.754533135954974,6.843086870823243,0.5527498470298324,7.029325290331275,20.06397462893649,21.181326540458066,1.1681855178271179,21.04153855834368
9.917092355759348,5.459604840713628,0.4163758511775561,5.65952424955637,18.004991482318466,19.069572358294216,1.0093657832428928,18.928670860350916
8.947418260781397,4.3703633458825415,0.30919108870341794,4.609204106529817,16.878065077131406,17.983166789022803,0.8896102084380965,17.844094850436818
8.498073839032864,3.9877055848357292,0.2659586522357083,4.237859751649785,15.395356000230581,16.627413577175087,0.8043005084074983,16.492663326195025
8.955299429122551,4.125523714717918,0.2641529196247609,4.394120302233937,15.858943567650197,17.09289310676126,0.8119756420218214,16.949362489395124
8.13663577772318,3.4178656781729218,0.25541287079735264,3.678573400567397,15.316843525102607,14.936252180154977,0.7139476429991666,14.808020864351823
7.344609470026967,2.7278099899802237,0.19002772355036826,3.0191259541664635,13.836706395785697,13.880434587236653,0.6133292172361926,13.748214606732978
7.534375306799227,2.729152276969921,0.1866547831201617,3.0284744211405203,14.107474684864195,14.129736210650039,0.6222004687627779,13.988799402758765
7.348861626811223,2.719975669094461,0.17873891369913641,3.0067300842609535,13.289357902498383,13.778194982621613,0.6085861403142617,13.650100294916179
8.091239250520113,3.189350650409151,0.19570788629210417,3.480263009247133,14.887086265495691,15.025209840664296,0.641091958430251,14.873967521205234
8.704587062634209,4.298656632081009,0.31974669882126394,4.554588222894786,16.16796761317622,17.844477575905586,0.884437797154043,17.719347156442648
7.688808960981528,3.2688815004609246,0.23600552347026194,3.555413249345842,14.222459191165864,15.811905749366778,0.7230721487772069,15.675651036328043
7.7684477090105,3.1587427291471886,0.2193459575872845,3.4461392985425174,14.467383299810308,16.011865533187827,0.7037112154372915,15.855721063576528
7.649388474874714,3.042075799244834,0.20605646476468314,3.319082987448536,13.715801127336293,14.366160314213248,0.649493729143074,14.240007176406252
8.421175054932544,3.5497196465678744,0.22612620899157948,3.8336766002842673,15.218592165822358,15.649378059168109,0.6956051932528923,15.504161623068486
20.220039791628853,14.593136756976667,1.2869372644056714,14.782715966282353,27.828705112498493,36.83642037191334,2.5616776018542162,36.62581679521896
17.163888411720276,11.2478873769477,0.9200738868072007,11.435452202363452,25.717845274187187,28.23451031447471,1.8160117854912297,28.060225538662735
13.873546027848864,8.885167922621102,0.677935344139779,9.07960884624767,23.528812898094337,25.36775645468419,1.5330340223131447,25.209039376071775
13.160242755184017,7.954069027260264,0.5712875737741261,8.15798102200643,22.572443686486313,23.770291234524098,1.3545772059896826,23.610377065487192
11.734540672429127,6.923269738908211,0.4601180523978033,7.13435926746336,21.304848802746914,22.619988752300202,1.2004631973156379,22.450847459908182
20.668974775354577,15.93551200308011,1.3657161615978335,16.111633997862803,28.167838069663645,39.32652391801705,2.6492416568339903,39.10754831582076
17.402034413293066,12.045822418242034,0.9636046200904889,12.227774932322268,25.7834341877361,30.187388342506374,1.8763880588819999,30.008010695898097
14.05791321286629,9.276552264730906,0.7057927411284078,9.466171500664032,23.533753105065845,26.38583595780642,1.5717026703333332,26.221730309254088
13.30832465465212,8.140790882973759,0.5900271518016711,8.344215645500585,22.661697691018205,24.005349318669218,1.3785592283106651,23.84285403854385
11.871706211559374,7.076383511080121,0.47257353223893855,7.283197799974364,21.689242191341744,22.87900188833014,1.2221434963429423,22.70606653803883
10.479252684464342,5.345364647135733,0.44917718789778593,5.546068155584397,18.59970220311127,17.429396991281738,0.9593194664656967,17.303363073027295
9.223470709769035,4.593244056282516,0.35178003926411766,4.797943730532341,17.20447286181561,16.68667699441807,0.8733647323795356,16.560723711600026
8.586518710333097,3.7642736410064552,0.2662829426577961,4.012152375647025,16.20567681453382,15.944802608755364,0.7726262409979826,15.81270453175433
8.272403846679305,3.728703142166162,0.241599386175418,3.9862778494399036,15.356247490077731,16.3292012889699,0.7727438899752022,16.196020111453823
8.60405262889576,3.829655020211064,0.23793470836788477,4.105537926985379,15.530802537724647,16.65226360885898,0.7775522412597512,16.510933368530765
11.683757238184763,6.701227729303025,0.5428309344243653,6.8885326679357775,19.881317692452342,20.75764293879519,1.1310788986128117,20.62366740136961
9.830592356852943,5.345683365348555,0.40865454721004624,5.546365594394996,17.76105503508808,18.664905345783158,0.973741880435117,18.529297894827888
8.947418260781397,4.3703633458825415,0.30919108870341794,4.609204106529817,16.878065077131406,17.983166789022803,0.8896102084380965,17.844094850436818
8.498004806643152,3.98788478720986,0.2660556356494945,4.238149232407997,15.395462828636324,16.62833775130245,0.8048015261817488,16.494163429752657
