,buoy_id,datetime,latitude,longitude,sic_monthly
153,800021,2011-01-01 00:47:00,74.51684,-142.89777,0.9900000095367432
154,800021,2011-01-01 04:46:32,74.51547,-142.89022,0.9900000095367432
155,800021,2011-01-01 08:46:33,74.51399,-142.88203,0.9900000095367432
156,800021,2011-01-01 12:47:00,74.51132,-142.87959,0.9900000095367432
157,800021,2011-01-01 16:46:14,74.50816,-142.88512,0.9900000095367432
158,800021,2011-01-01 20:45:50,74.50468,-142.88955,0.9900000095367432
453,800021,2011-01-02 00:45:17,74.50046,-142.89743,0.9900000095367432
454,800021,2011-01-02 04:46:20,74.49576,-142.90047,0.9900000095367432
455,800021,2011-01-02 08:46:33,74.4904,-142.90534,0.9900000095367432
456,800021,2011-01-02 12:47:02,74.48623,-142.91676,0.9900000095367432
457,800021,2011-01-02 16:46:38,74.48201,-142.9571,0.9900000095367432
458,800021,2011-01-02 20:46:50,74.48262,-143.02142,0.9900000095367432
459,800021,2011-01-02 22:46:20,74.48297,-143.05957,0.9900000095367432
759,800021,2011-01-03 00:46:03,74.4844,-143.10434,0.9900000095367432
760,800021,2011-01-03 02:46:50,74.48643,-143.16018,0.9900000095367432
761,800021,2011-01-03 04:46:32,74.48964,-143.22175,0.9900000095367432
762,800021,2011-01-03 06:46:33,74.4954,-143.27576,0.9900000095367432
763,800021,2011-01-03 08:46:26,74.50044,-143.32715,0.9900000095367432
764,800021,2011-01-03 10:45:45,74.5064,-143.38046,0.9900000095367432
765,800021,2011-01-03 12:47:19,74.51262,-143.45307,0.9900000095367432
766,800021,2011-01-03 14:46:02,74.52363,-143.52281,0.9900000095367432
767,800021,2011-01-03 16:45:45,74.53508,-143.58962,
768,800021,2011-01-03 18:47:00,74.54811,-143.65136,
769,800021,2011-01-03 20:46:26,74.56009,-143.70774,
770,800021,2011-01-03 22:45:57,74.57111,-143.77113,
1077,800021,2011-01-04 00:45:17,74.58324,-143.84185,
1078,800021,2011-01-04 02:46:45,74.59807,-143.91619,
1079,800021,2011-01-04 04:45:51,74.61443,-143.98961,
1080,800021,2011-01-04 06:46:50,74.63073,-144.05416,
1081,800021,2011-01-04 08:46:20,74.64586,-144.11305,
1082,800021,2011-01-04 10:45:50,74.66108,-144.18108,
1083,800021,2011-01-04 12:47:00,74.67864,-144.258,
1084,800021,2011-01-04 14:46:20,74.696,-144.32567,
1085,800021,2011-01-04 16:46:18,74.71376,-144.39115,
1086,800021,2011-01-04 18:46:03,74.73254,-144.45019,
1087,800021,2011-01-04 20:45:50,74.75201,-144.50366,
1088,800021,2011-01-04 22:47:02,74.77202,-144.55424,
1387,800021,2011-01-05 00:46:50,74.79156,-144.60109,
1388,800021,2011-01-05 02:46:33,74.81015,-144.64483,
1389,800021,2011-01-05 04:46:25,74.82755,-144.69171,
1390,800021,2011-01-05 06:45:44,74.84379,-144.73761,
1391,800021,2011-01-05 08:45:16,74.85924,-144.78233,
1392,800021,2011-01-05 10:46:09,74.873,-144.82596,
1393,800021,2011-01-05 12:46:01,74.88431,-144.86858,
1394,800021,2011-01-05 14:45:50,74.89531,-144.91231,
1395,800021,2011-01-05 16:46:44,74.90547,-144.95586,
1396,800021,2011-01-05 18:46:33,74.91394,-144.99463,
1397,800021,2011-01-05 20:46:20,74.92107,-145.03086,
1398,800021,2011-01-05 22:46:32,74.92673,-145.06343,
1691,800021,2011-01-06 00:46:33,74.93088,-145.09539,
1692,800021,2011-01-06 02:46:32,74.93413,-145.12776,
1693,800021,2011-01-06 04:46:25,74.93642,-145.15896,
1694,800021,2011-01-06 08:46:26,74.94045,-145.2111,
1695,800021,2011-01-06 12:46:30,74.94182,-145.25092,
1696,800021,2011-01-06 16:45:45,74.94331,-145.29073,
1697,800021,2011-01-06 20:47:03,74.94482,-145.32572,
1991,800021,2011-01-07 00:45:17,74.94658,-145.34907,
1992,800021,2011-01-07 04:46:32,74.94759,-145.3782,
1993,800021,2011-01-07 08:46:41,74.9478,-145.40319,
1994,800021,2011-01-07 12:46:27,74.94675,-145.42409,
1995,800021,2011-01-07 16:45:16,74.94414,-145.44355,
1996,800021,2011-01-07 20:46:02,74.94016,-145.45747,
2296,800021,2011-01-08 00:46:26,74.93414,-145.46128,
2297,800021,2011-01-08 04:45:16,74.92633,-145.45472,
2298,800021,2011-01-08 08:46:39,74.91751,-145.43066,
2299,800021,2011-01-08 12:45:17,74.9086,-145.39964,
2300,800021,2011-01-08 16:46:01,74.8997,-145.35987,
2301,800021,2011-01-08 20:46:08,74.89229,-145.31671,
2604,800021,2011-01-09 00:46:37,74.88615,-145.2746,
2605,800021,2011-01-09 04:46:03,74.88262,-145.23234,
2606,800021,2011-01-09 08:46:20,74.8826,-145.19713,
2607,800021,2011-01-09 12:46:43,74.88219,-145.17413,
2608,800021,2011-01-09 16:46:09,74.88608,-145.16318,
2609,800021,2011-01-09 20:46:02,74.90187,-145.17704,
2610,800021,2011-01-09 22:46:03,74.91318,-145.18483,
2912,800021,2011-01-10 00:45:57,74.92532,-145.19793,
2913,800021,2011-01-10 02:47:24,74.9353,-145.2116,
2914,800021,2011-01-10 04:47:19,74.94134,-145.22617,
2915,800021,2011-01-10 08:45:16,74.94547,-145.26541,
2916,800021,2011-01-10 12:46:09,74.94269,-145.31381,
2917,800021,2011-01-10 16:45:51,74.93724,-145.36378,
2918,800021,2011-01-10 20:46:01,74.93235,-145.41577,
3204,800021,2011-01-11 00:45:17,74.92735,-145.44812,
3205,800021,2011-01-11 04:46:00,74.91877,-145.46919,
3206,800021,2011-01-11 08:45:16,74.91418,-145.48366,
3207,800021,2011-01-11 12:46:26,74.90745,-145.48617,
3208,800021,2011-01-11 16:46:20,74.90353,-145.50269,
3209,800021,2011-01-11 20:46:26,74.90362,-145.50925,
3477,800021,2011-01-12 00:46:31,74.90121,-145.5069,
3478,800021,2011-01-12 04:46:03,74.89727,-145.5098,
3479,800021,2011-01-12 08:45:56,74.89599,-145.50635,
3480,800021,2011-01-12 12:46:30,74.89261,-145.49466,
3481,800021,2011-01-12 16:46:09,74.8884,-145.49169,
3482,800021,2011-01-12 20:46:08,74.88743,-145.48432,
3750,800021,2011-01-13 00:46:08,74.88565,-145.4639,
3751,800021,2011-01-13 04:47:01,74.88378,-145.4557,
3752,800021,2011-01-13 08:46:39,74.88923,-145.46593,
3753,800021,2011-01-13 12:47:00,74.90188,-145.4605,
3754,800021,2011-01-13 16:46:25,74.91671,-145.44207,
3755,800021,2011-01-13 20:46:32,74.93029,-145.40495,
4025,800021,2011-01-14 00:46:33,74.94049,-145.34537,
4026,800021,2011-01-14 04:46:20,74.94556,-145.27606,
4027,800021,2011-01-14 08:46:02,74.94832,-145.21985,
4028,800021,2011-01-14 10:45:51,74.95033,-145.18602,
4029,800021,2011-01-14 12:47:02,74.95044,-145.14867,
4030,800021,2011-01-14 16:46:56,74.94593,-145.0763,
4031,800021,2011-01-14 20:45:56,74.9373,-145.01162,
4032,800021,2011-01-14 22:46:03,74.93172,-144.97906,
