,buoy_id,datetime,latitude,longitude,sic_monthly
167,800012,2008-01-01 00:05:35,78.54672,-136.35079,
168,800012,2008-01-01 02:05:17,78.54669,-136.35071,
169,800012,2008-01-01 04:06:47,78.54669,-136.35072,
170,800012,2008-01-01 06:05:59,78.54669,-136.35083,
171,800012,2008-01-01 08:05:34,78.54667,-136.35083,
172,800012,2008-01-01 10:07:20,78.5467,-136.35084,
173,800012,2008-01-01 12:05:47,78.54674,-136.3506,
174,800012,2008-01-01 14:06:05,78.54669,-136.35085,
175,800012,2008-01-01 16:06:27,78.54664,-136.35086,
176,800012,2008-01-01 18:05:59,78.54668,-136.35049,
177,800012,2008-01-01 20:06:58,78.54673,-136.35081,
178,800012,2008-01-01 22:06:52,78.54673,-136.35077,
421,800012,2008-01-02 00:05:41,78.5467,-136.35079,
422,800012,2008-01-02 02:05:47,78.54671,-136.35078,
423,800012,2008-01-02 04:06:21,78.54677,-136.35072,
424,800012,2008-01-02 06:05:23,78.54678,-136.35079,
425,800012,2008-01-02 08:05:59,78.54675,-136.35081,
426,800012,2008-01-02 10:06:10,78.54678,-136.35064,
427,800012,2008-01-02 12:07:26,78.54678,-136.35061,
428,800012,2008-01-02 14:06:26,78.54682,-136.35061,
429,800012,2008-01-02 16:06:15,78.54681,-136.35052,
430,800012,2008-01-02 18:05:47,78.54683,-136.35035,
431,800012,2008-01-02 20:06:33,78.54685,-136.3505,
432,800012,2008-01-02 22:07:21,78.54683,-136.35044,
675,800012,2008-01-03 00:06:04,78.54684,-136.35045,
676,800012,2008-01-03 02:05:46,78.5468,-136.35047,
677,800012,2008-01-03 04:06:22,78.54677,-136.35032,
678,800012,2008-01-03 06:06:52,78.54683,-136.35041,
679,800012,2008-01-03 08:06:57,78.54677,-136.35054,
680,800012,2008-01-03 10:05:39,78.54679,-136.35025,
681,800012,2008-01-03 12:06:09,78.54674,-136.3501,
682,800012,2008-01-03 14:06:17,78.5467,-136.3503,
683,800012,2008-01-03 16:05:39,78.54669,-136.35019,
684,800012,2008-01-03 18:06:28,78.54664,-136.35029,
685,800012,2008-01-03 20:06:58,78.54664,-136.35022,
686,800012,2008-01-03 22:06:44,78.54667,-136.35,
931,800012,2008-01-04 00:06:52,78.54665,-136.35002,
932,800012,2008-01-04 02:06:46,78.5466,-136.35032,
933,800012,2008-01-04 04:06:16,78.54657,-136.35042,
934,800012,2008-01-04 06:06:59,78.54655,-136.35056,
935,800012,2008-01-04 08:06:17,78.54653,-136.35057,
936,800012,2008-01-04 10:05:40,78.54654,-136.3504,
937,800012,2008-01-04 12:06:09,78.54658,-136.35043,
939,800012,2008-01-04 16:06:52,78.54658,-136.35039,
940,800012,2008-01-04 18:06:28,78.54659,-136.35024,
941,800012,2008-01-04 20:07:04,78.54664,-136.35048,
942,800012,2008-01-04 22:07:15,78.54667,-136.35045,
1184,800012,2008-01-05 02:06:57,78.54666,-136.35033,
1185,800012,2008-01-05 04:06:53,78.54668,-136.35024,
1186,800012,2008-01-05 06:06:28,78.54667,-136.35038,
1187,800012,2008-01-05 08:05:53,78.54667,-136.35032,
1188,800012,2008-01-05 10:06:16,78.54668,-136.35035,
1189,800012,2008-01-05 12:06:04,78.54667,-136.35025,
1190,800012,2008-01-05 14:06:10,78.54669,-136.35035,
1191,800012,2008-01-05 16:06:35,78.54666,-136.35032,
1192,800012,2008-01-05 18:07:05,78.54669,-136.3501,
1193,800012,2008-01-05 20:06:29,78.54669,-136.3503,
1194,800012,2008-01-05 22:06:46,78.5467,-136.35017,
1445,800012,2008-01-06 00:05:23,78.5467,-136.35004,
1446,800012,2008-01-06 02:05:59,78.54668,-136.35019,
1447,800012,2008-01-06 04:05:46,78.54669,-136.35033,
1448,800012,2008-01-06 06:05:17,78.54666,-136.35069,
1449,800012,2008-01-06 08:06:01,78.54613,-136.35552,
1450,800012,2008-01-06 10:06:28,78.54548,-136.36166,
1451,800012,2008-01-06 12:05:59,78.54498,-136.37564,
1452,800012,2008-01-06 14:05:23,78.544,-136.39441,
1453,800012,2008-01-06 16:05:24,78.54239,-136.41389,
1454,800012,2008-01-06 18:05:59,78.54008,-136.43656,
1455,800012,2008-01-06 20:06:58,78.53747,-136.4576,
1456,800012,2008-01-06 22:06:04,78.53503,-136.47417,
1702,800012,2008-01-07 00:06:45,78.53237,-136.49884,
1703,800012,2008-01-07 02:05:17,78.52787,-136.52211,
1704,800012,2008-01-07 04:06:29,78.52162,-136.54723,
1705,800012,2008-01-07 06:06:27,78.5136,-136.57874,
1706,800012,2008-01-07 08:05:17,78.50433,-136.61312,
1707,800012,2008-01-07 10:06:15,78.49457,-136.65049,
1708,800012,2008-01-07 12:06:21,78.4849,-136.70023,
1709,800012,2008-01-07 14:06:57,78.47599,-136.7522,
1710,800012,2008-01-07 16:06:53,78.46678,-136.79445,
1711,800012,2008-01-07 18:06:59,78.45673,-136.82943,
1712,800012,2008-01-07 20:05:53,78.44662,-136.86684,
1713,800012,2008-01-07 22:06:40,78.4366,-136.90538,
1944,800012,2008-01-08 00:05:23,78.42727,-136.93425,
1945,800012,2008-01-08 02:06:02,78.41837,-136.95323,
1946,800012,2008-01-08 04:06:04,78.40931,-136.96481,
1947,800012,2008-01-08 06:06:28,78.3993,-136.97314,
1948,800012,2008-01-08 08:05:21,78.38975,-136.97913,
1949,800012,2008-01-08 10:05:46,78.3816,-136.97793,
1950,800012,2008-01-08 12:06:39,78.37423,-136.97177,
1951,800012,2008-01-08 14:06:57,78.367,-136.96099,
1952,800012,2008-01-08 16:05:46,78.35974,-136.94565,
1953,800012,2008-01-08 22:07:26,78.33972,-136.88915,
2199,800012,2008-01-09 00:06:22,78.33553,-136.86752,
2200,800012,2008-01-09 02:07:28,78.33207,-136.84637,
