"label","row_centroid","col_centroid","min_row","min_col","max_row","max_col","area","convex_area","major_axis_length","minor_axis_length","orientation","perimeter","circularity","solidity","cloud_fraction_ift","ice_fraction_ift","tc_band_1_reflectance","tc_band_4_reflectance","tc_band_3_reflectance","fc_band_7_reflectance","fc_band_2_reflectance","fc_band_1_reflectance","proc_grayscale_std","tc_band_1_std","boundary_gradient","interior_gradient"
1.0,9.807,151.316,6.0,147.0,13.0,155.0,57,57.0,8.965,8.12,-1.561,25.314,1.118,1.0,0.0,1.0,0.876,0.892,0.896,0.035,0.878,0.919,0.035,0.032,0.021,0.02
2.0,11.276,99.0,7.0,94.0,16.0,104.0,76,76.0,11.395,8.515,-0.909,30.971,0.996,1.0,0.0,1.0,0.91,0.928,0.931,0.048,0.897,0.947,0.017,0.016,0.028,0.018
3.0,30.083,357.374,11.0,338.0,49.0,374.0,1059,1062.0,41.148,33.626,-0.662,125.74,0.842,1.003,0.0,0.967,0.862,0.877,0.865,0.021,0.858,0.906,0.115,0.098,0.104,0.035
4.0,21.242,244.527,18.0,238.0,25.0,251.0,91,91.0,13.696,8.599,-1.556,34.728,0.948,1.0,0.901,0.099,0.849,0.861,0.854,0.522,0.872,0.904,0.249,0.052,0.044,0.058
5.0,45.626,157.648,41.0,152.0,50.0,163.0,91,91.0,12.377,9.365,0.989,33.556,1.016,1.0,0.0,0.879,0.802,0.822,0.828,0.064,0.789,0.836,0.203,0.154,0.183,0.113
6.0,59.051,117.493,44.0,103.0,74.0,132.0,668,669.0,34.658,24.703,-0.718,97.497,0.883,1.001,0.0,1.0,0.897,0.913,0.911,0.017,0.892,0.937,0.05,0.042,0.102,0.025
7.0,51.059,376.48,45.0,371.0,56.0,382.0,102,103.0,12.77,10.43,-0.811,36.385,0.968,1.01,0.0,0.725,0.72,0.751,0.744,0.058,0.694,0.754,0.294,0.236,0.128,0.133
8.0,56.611,343.264,53.0,339.0,61.0,348.0,72,72.0,10.623,8.683,1.467,29.314,1.053,1.0,0.292,0.708,0.835,0.844,0.839,0.304,0.848,0.891,0.41,0.068,0.091,0.148
10.0,98.755,312.916,91.0,307.0,106.0,318.0,155,155.0,16.801,11.901,-0.333,44.971,0.963,1.0,1.0,0.0,0.843,0.852,0.842,0.506,0.857,0.891,0.0,0.065,0.0,0.0
12.0,119.08,136.414,111.0,127.0,126.0,146.0,263,264.0,19.962,17.279,-1.389,60.971,0.889,1.004,0.0,1.0,0.896,0.908,0.899,0.099,0.888,0.936,0.035,0.033,0.046,0.024
15.0,126.305,109.337,121.0,105.0,131.0,114.0,95,95.0,11.493,10.584,0.027,33.314,1.076,1.0,0.0,0.989,0.881,0.89,0.894,0.143,0.865,0.915,0.092,0.074,0.146,0.082
16.0,139.673,164.538,136.0,161.0,143.0,169.0,52,53.0,9.225,7.601,0.839,25.899,0.974,1.019,0.0,1.0,0.869,0.888,0.89,0.186,0.86,0.903,0.094,0.072,0.106,0.073
17.0,142.93,302.209,136.0,296.0,149.0,308.0,115,115.0,14.826,10.096,0.613,39.456,0.928,1.0,0.191,0.809,0.872,0.884,0.866,0.385,0.874,0.918,0.364,0.057,0.149,0.147
18.0,143.835,120.886,139.0,116.0,148.0,126.0,79,79.0,11.276,9.012,-0.973,31.556,0.997,1.0,0.0,1.0,0.894,0.911,0.903,0.104,0.884,0.942,0.038,0.032,0.055,0.024
20.0,154.212,254.827,151.0,251.0,158.0,258.0,52,52.0,9.511,7.106,0.695,25.071,1.04,1.0,1.0,0.0,0.874,0.886,0.878,0.44,0.88,0.929,0.0,0.044,0.0,0.0
21.0,167.413,198.762,155.0,190.0,179.0,207.0,344,344.0,25.826,17.172,-0.369,70.284,0.875,1.0,0.0,0.988,0.883,0.898,0.885,0.192,0.876,0.927,0.07,0.059,0.08,0.034
22.0,168.655,132.883,157.0,123.0,180.0,142.0,383,383.0,24.818,19.771,0.41,72.284,0.921,1.0,0.0,1.0,0.902,0.917,0.909,0.076,0.891,0.944,0.027,0.025,0.097,0.024
23.0,182.479,171.817,177.0,168.0,188.0,176.0,71,71.0,13.105,6.949,0.535,30.971,0.93,1.0,0.0,1.0,0.899,0.902,0.893,0.119,0.885,0.937,0.045,0.042,0.157,0.059
24.0,191.732,110.339,188.0,107.0,196.0,114.0,56,56.0,9.119,7.828,-0.408,25.314,1.098,1.0,0.0,1.0,0.881,0.899,0.887,0.02,0.889,0.915,0.038,0.035,0.048,0.029
26.0,229.781,142.796,222.0,135.0,237.0,151.0,196,196.0,16.911,14.842,0.772,51.456,0.93,1.0,0.0,0.969,0.87,0.882,0.871,0.136,0.865,0.906,0.112,0.094,0.15,0.077
27.0,234.176,121.388,228.0,118.0,240.0,125.0,85,85.0,13.43,8.027,-0.181,32.728,0.997,1.0,0.0,1.0,0.883,0.899,0.894,0.02,0.886,0.92,0.034,0.031,0.047,0.032
28.0,235.184,102.0,230.0,98.0,242.0,106.0,87,87.0,13.065,8.714,-0.172,34.142,0.938,1.0,0.0,1.0,0.881,0.897,0.901,0.013,0.878,0.919,0.042,0.037,0.027,0.025
29.0,260.393,137.754,256.0,133.0,264.0,142.0,61,62.0,11.16,7.152,-0.866,28.728,0.929,1.016,0.0,0.902,0.814,0.824,0.826,0.088,0.808,0.857,0.168,0.131,0.089,0.132
30.0,260.271,312.984,256.0,305.0,265.0,321.0,129,129.0,17.08,9.781,-1.562,42.385,0.902,1.0,0.0,0.984,0.855,0.868,0.851,0.072,0.856,0.892,0.075,0.077,0.231,0.092
35.0,312.055,334.055,306.0,325.0,318.0,343.0,183,183.0,19.866,11.942,-1.178,51.213,0.877,1.0,0.0,0.94,0.813,0.821,0.803,0.053,0.82,0.855,0.121,0.104,0.201,0.088
37.0,324.046,122.569,320.0,118.0,328.0,127.0,65,65.0,11.443,7.204,0.926,28.142,1.031,1.0,0.0,1.0,0.899,0.915,0.918,0.184,0.888,0.947,0.031,0.028,0.047,0.034
38.0,323.831,133.542,320.0,130.0,328.0,137.0,59,59.0,9.286,8.05,0.317,25.899,1.105,1.0,0.0,1.0,0.878,0.893,0.892,0.159,0.878,0.925,0.05,0.043,0.055,0.048
