"label","row_centroid","col_centroid","min_row","min_col","max_row","max_col","area","convex_area","major_axis_length","minor_axis_length","orientation","perimeter","circularity","solidity","cloud_fraction_ift","ice_fraction_ift","tc_band_1_reflectance","tc_band_4_reflectance","tc_band_3_reflectance","fc_band_7_reflectance","fc_band_2_reflectance","fc_band_1_reflectance","proc_grayscale_std","tc_band_1_std","boundary_gradient","interior_gradient"
1.0,45.036,286.043,8.0,255.0,77.0,319.0,3216,3241.0,66.872,62.019,-0.221,214.451,0.879,1.008,1.0,0.0,0.763,0.789,0.795,0.493,0.764,0.83,0.0,0.043,0.0,0.0
2.0,22.753,345.453,9.0,333.0,35.0,359.0,506,513.0,26.279,24.804,0.101,85.255,0.875,1.014,1.0,0.0,0.745,0.769,0.772,0.531,0.763,0.816,0.0,0.025,0.0,0.0
3.0,29.597,135.406,11.0,123.0,46.0,151.0,858,858.0,38.538,29.417,0.157,113.698,0.834,1.0,1.0,0.0,0.767,0.793,0.8,0.518,0.788,0.84,0.0,0.021,0.0,0.0
4.0,40.067,329.538,34.0,323.0,45.0,336.0,119,119.0,14.472,10.635,-1.001,39.213,0.973,1.0,1.0,0.0,0.744,0.763,0.776,0.568,0.754,0.808,0.0,0.02,0.0,0.0
5.0,55.985,145.196,47.0,132.0,65.0,156.0,342,342.0,24.98,17.679,-1.41,69.355,0.893,1.0,1.0,0.0,0.806,0.829,0.829,0.631,0.838,0.872,0.0,0.011,0.0,0.0
6.0,54.768,337.172,48.0,331.0,62.0,345.0,151,151.0,14.373,13.62,-0.618,45.456,0.918,1.0,1.0,0.0,0.73,0.75,0.762,0.523,0.734,0.792,0.0,0.027,0.0,0.0
7.0,106.016,308.632,97.0,300.0,115.0,317.0,250,250.0,20.455,15.64,0.647,57.698,0.944,1.0,1.0,0.0,0.695,0.729,0.74,0.405,0.671,0.754,0.0,0.042,0.0,0.0
8.0,111.025,335.13,104.0,329.0,119.0,342.0,162,163.0,16.601,12.703,0.603,46.627,0.936,1.006,1.0,0.0,0.71,0.732,0.737,0.457,0.706,0.771,0.0,0.043,0.0,0.0
9.0,137.552,314.914,131.0,311.0,144.0,319.0,105,105.0,14.293,9.332,0.129,36.142,1.01,1.0,1.0,0.0,0.736,0.75,0.754,0.461,0.757,0.806,0.0,0.037,0.0,0.0
10.0,139.203,386.053,131.0,377.0,147.0,395.0,246,246.0,19.295,16.354,-1.042,56.87,0.956,1.0,1.0,0.0,0.719,0.74,0.748,0.483,0.706,0.77,0.0,0.02,0.0,0.0
11.0,174.201,356.835,148.0,339.0,203.0,378.0,1578,1593.0,57.05,36.028,-0.373,156.953,0.805,1.01,1.0,0.0,0.724,0.748,0.759,0.476,0.711,0.787,0.0,0.024,0.0,0.0
12.0,196.549,42.673,187.0,35.0,207.0,51.0,297,297.0,23.038,16.531,-0.409,63.799,0.917,1.0,1.0,0.0,0.754,0.776,0.778,0.482,0.774,0.827,0.0,0.018,0.0,0.0
13.0,207.082,25.969,202.0,20.0,211.0,31.0,98,98.0,12.763,9.985,-1.224,35.314,0.988,1.0,1.0,0.0,0.753,0.776,0.787,0.423,0.767,0.832,0.0,0.022,0.0,0.0
14.0,218.62,55.896,209.0,50.0,229.0,62.0,192,192.0,23.206,10.602,-0.357,55.213,0.791,1.0,1.0,0.0,0.746,0.771,0.781,0.428,0.733,0.815,0.0,0.013,0.0,0.0
15.0,243.242,341.525,222.0,314.0,266.0,375.0,2357,2374.0,65.5,46.912,-1.452,187.397,0.843,1.007,1.0,0.0,0.75,0.77,0.782,0.54,0.751,0.822,0.0,0.009,0.0,0.0
16.0,241.99,72.814,230.0,62.0,254.0,83.0,403,403.0,24.237,21.231,-0.193,74.184,0.92,1.0,1.0,0.0,0.747,0.768,0.777,0.498,0.746,0.822,0.0,0.015,0.0,0.0
17.0,252.965,28.131,242.0,16.0,264.0,41.0,458,458.0,25.895,22.773,1.472,79.941,0.901,1.0,1.0,0.0,0.758,0.777,0.789,0.401,0.752,0.831,0.0,0.02,0.0,0.0
18.0,259.5,108.863,253.0,99.0,266.0,119.0,212,213.0,19.358,14.112,1.429,54.284,0.904,1.005,1.0,0.0,0.749,0.77,0.778,0.579,0.768,0.826,0.0,0.017,0.0,0.0
19.0,266.091,381.123,259.0,370.0,275.0,392.0,285,285.0,24.208,15.131,1.193,63.698,0.883,1.0,1.0,0.0,0.728,0.753,0.764,0.516,0.728,0.794,0.0,0.017,0.0,0.0
20.0,265.928,92.27,260.0,84.0,271.0,100.0,152,152.0,16.396,11.957,-1.565,45.799,0.911,1.0,1.0,0.0,0.758,0.78,0.787,0.598,0.777,0.832,0.0,0.016,0.0,0.0
21.0,285.932,119.912,279.0,115.0,293.0,125.0,148,148.0,15.801,12.079,0.016,43.899,0.965,1.0,1.0,0.0,0.757,0.779,0.784,0.596,0.779,0.83,0.0,0.013,0.0,0.0
22.0,293.7,17.936,288.0,13.0,299.0,23.0,110,110.0,12.691,11.069,-0.39,36.142,1.058,1.0,1.0,0.0,0.77,0.79,0.802,0.502,0.774,0.837,0.0,0.024,0.0,0.0
23.0,298.561,379.158,292.0,372.0,305.0,387.0,171,171.0,15.726,13.842,1.307,46.627,0.988,1.0,1.0,0.0,0.742,0.762,0.774,0.493,0.729,0.811,0.0,0.013,0.0,0.0
24.0,308.181,107.415,301.0,99.0,315.0,116.0,188,188.0,19.018,12.862,1.084,51.456,0.892,1.0,1.0,0.0,0.771,0.791,0.802,0.545,0.795,0.842,0.0,0.015,0.0,0.0
25.0,307.79,357.525,302.0,350.0,315.0,368.0,162,162.0,20.136,10.499,-1.001,51.456,0.769,1.0,1.0,0.0,0.739,0.759,0.771,0.512,0.738,0.809,0.0,0.023,0.0,0.0
26.0,308.924,135.311,304.0,125.0,315.0,148.0,225,226.0,25.235,11.627,-1.341,60.971,0.761,1.004,1.0,0.0,0.756,0.775,0.787,0.61,0.781,0.829,0.0,0.012,0.0,0.0
27.0,311.988,296.606,305.0,290.0,319.0,303.0,160,160.0,16.841,12.124,0.789,45.213,0.984,1.0,1.0,0.0,0.783,0.805,0.811,0.604,0.802,0.859,0.0,0.015,0.0,0.0
28.0,319.308,172.815,307.0,163.0,331.0,183.0,373,373.0,25.037,19.256,0.372,72.184,0.9,1.0,1.0,0.0,0.752,0.775,0.778,0.532,0.76,0.827,0.0,0.017,0.0,0.0
29.0,318.113,340.879,313.0,334.0,323.0,348.0,141,141.0,16.74,10.83,1.182,43.899,0.919,1.0,1.0,0.0,0.75,0.77,0.781,0.514,0.742,0.818,0.0,0.016,0.0,0.0
30.0,327.648,106.025,322.0,101.0,334.0,112.0,122,122.0,13.252,11.833,0.297,39.556,0.98,1.0,1.0,0.0,0.771,0.791,0.803,0.514,0.785,0.841,0.0,0.018,0.0,0.0
31.0,346.283,101.709,337.0,94.0,356.0,109.0,247,247.0,20.47,15.403,-0.319,56.87,0.96,1.0,1.0,0.0,0.752,0.772,0.783,0.526,0.76,0.823,0.0,0.018,0.0,0.0
32.0,355.066,85.168,348.0,77.0,362.0,94.0,196,197.0,19.286,13.085,0.969,52.042,0.909,1.005,1.0,0.0,0.758,0.778,0.79,0.531,0.777,0.831,0.0,0.017,0.0,0.0
33.0,356.384,128.424,351.0,124.0,362.0,133.0,99,99.0,13.066,9.726,0.541,35.314,0.998,1.0,1.0,0.0,0.738,0.758,0.77,0.518,0.74,0.806,0.0,0.023,0.0,0.0
34.0,361.887,378.227,355.0,373.0,370.0,384.0,141,141.0,15.049,11.982,-0.047,42.627,0.975,1.0,1.0,0.0,0.735,0.755,0.769,0.506,0.721,0.801,0.0,0.01,0.0,0.0
35.0,372.82,132.803,364.0,124.0,381.0,143.0,244,250.0,22.982,14.091,0.871,62.284,0.79,1.025,1.0,0.0,0.741,0.763,0.774,0.525,0.74,0.81,0.0,0.021,0.0,0.0
