"label","row_centroid","col_centroid","min_row","min_col","max_row","max_col","area","convex_area","major_axis_length","minor_axis_length","orientation","perimeter","circularity","solidity","cloud_fraction_ift","ice_fraction_ift","tc_band_1_reflectance","tc_band_4_reflectance","tc_band_3_reflectance","fc_band_7_reflectance","fc_band_2_reflectance","fc_band_1_reflectance","proc_grayscale_std","tc_band_1_std","boundary_gradient","interior_gradient"
1.0,11.284,145.053,3.0,137.0,18.0,152.0,169,169.0,15.175,14.59,-1.469,48.284,0.911,1.0,0.0,0.941,0.669,0.688,0.673,0.046,0.622,0.701,0.114,0.099,0.15,0.069
2.0,10.768,232.621,6.0,227.0,16.0,238.0,95,95.0,12.597,9.703,-1.023,34.971,0.976,1.0,0.0,0.895,0.703,0.714,0.708,0.08,0.656,0.724,0.14,0.116,0.209,0.121
3.0,13.096,82.289,8.0,78.0,18.0,88.0,83,83.0,11.412,9.363,-0.767,32.385,0.995,1.0,0.0,0.735,0.656,0.684,0.658,0.098,0.593,0.651,0.268,0.216,0.181,0.208
4.0,13.627,304.819,10.0,299.0,18.0,312.0,83,87.0,15.173,7.417,-1.269,37.935,0.725,0.954,0.0,0.855,0.716,0.755,0.743,0.09,0.674,0.756,0.185,0.149,0.235,0.149
5.0,25.351,388.763,19.0,384.0,33.0,394.0,114,114.0,14.845,9.928,-0.248,39.213,0.932,1.0,0.0,0.991,0.793,0.804,0.784,0.24,0.808,0.85,0.071,0.056,0.056,0.046
7.0,30.181,309.758,22.0,301.0,38.0,320.0,260,261.0,21.069,15.932,0.963,59.456,0.924,0.996,0.0,1.0,0.775,0.799,0.789,0.039,0.759,0.834,0.064,0.056,0.17,0.042
8.0,29.038,177.429,24.0,172.0,37.0,182.0,105,105.0,13.766,10.416,0.136,39.142,0.861,1.0,0.0,1.0,0.767,0.78,0.771,0.062,0.731,0.817,0.048,0.043,0.238,0.058
10.0,50.82,136.753,43.0,129.0,59.0,145.0,194,194.0,19.777,12.572,-0.71,52.284,0.892,1.0,0.0,0.974,0.767,0.787,0.774,0.05,0.746,0.821,0.092,0.083,0.212,0.073
11.0,50.817,260.11,45.0,256.0,55.0,265.0,82,82.0,12.655,8.468,0.719,32.728,0.962,1.0,0.0,1.0,0.777,0.803,0.784,0.027,0.774,0.837,0.029,0.027,0.085,0.024
12.0,51.759,313.392,47.0,309.0,56.0,318.0,79,79.0,10.775,9.332,-0.907,30.728,1.051,1.0,0.0,1.0,0.812,0.825,0.804,0.033,0.81,0.874,0.029,0.03,0.057,0.026
13.0,53.683,96.256,49.0,92.0,59.0,101.0,82,82.0,11.661,9.186,0.627,32.728,0.962,1.0,0.0,0.854,0.681,0.715,0.7,0.096,0.635,0.694,0.211,0.168,0.239,0.164
14.0,58.923,172.07,52.0,166.0,66.0,178.0,143,143.0,16.063,11.719,-0.489,43.799,0.937,1.0,0.0,0.986,0.75,0.763,0.75,0.05,0.738,0.804,0.057,0.05,0.23,0.052
17.0,64.259,318.951,59.0,314.0,69.0,324.0,81,82.0,12.637,8.349,0.744,32.385,0.971,0.988,0.0,1.0,0.818,0.83,0.822,0.026,0.81,0.873,0.031,0.03,0.025,0.026
18.0,70.619,301.143,64.0,296.0,78.0,305.0,105,105.0,14.29,9.717,0.325,38.971,0.869,1.0,0.0,1.0,0.798,0.816,0.815,0.036,0.789,0.858,0.034,0.032,0.08,0.027
