"label","row_centroid","col_centroid","min_row","min_col","max_row","max_col","area","convex_area","major_axis_length","minor_axis_length","orientation","perimeter","circularity","solidity","cloud_fraction_ift","ice_fraction_ift","tc_band_1_reflectance","tc_band_4_reflectance","tc_band_3_reflectance","fc_band_7_reflectance","fc_band_2_reflectance","fc_band_1_reflectance","proc_grayscale_std","tc_band_1_std","boundary_gradient","interior_gradient"
1.0,67.018,124.265,54.0,116.0,79.0,132.0,325,325.0,27.724,15.22,-0.332,70.87,0.813,1.0,0.0,1.0,0.839,0.855,0.874,0.216,0.877,0.9,0.021,0.025,0.012,0.008
2.0,144.299,113.228,130.0,105.0,158.0,122.0,391,391.0,29.967,16.833,-0.359,78.284,0.802,1.0,0.0,1.0,0.833,0.85,0.873,0.229,0.87,0.894,0.028,0.035,0.019,0.009
3.0,172.543,112.512,167.0,106.0,179.0,119.0,129,129.0,13.57,12.45,0.472,42.385,0.902,1.0,0.0,1.0,0.908,0.914,0.911,0.449,0.943,0.952,0.029,0.03,0.045,0.02
4.0,177.482,95.784,171.0,88.0,184.0,105.0,199,199.0,18.437,13.89,-1.38,51.213,0.953,1.0,0.0,1.0,0.82,0.838,0.86,0.205,0.851,0.88,0.033,0.032,0.048,0.019
5.0,195.081,117.36,175.0,95.0,214.0,142.0,1191,1238.0,47.559,32.772,-1.244,138.024,0.786,0.962,0.0,0.999,0.834,0.848,0.87,0.285,0.866,0.89,0.045,0.052,0.056,0.014
6.0,185.224,198.914,181.0,195.0,189.0,204.0,58,58.0,10.973,6.891,0.771,27.556,0.96,1.0,0.0,1.0,0.769,0.776,0.798,0.318,0.819,0.839,0.033,0.028,0.067,0.03
7.0,206.027,144.173,202.0,138.0,210.0,151.0,75,75.0,15.184,6.333,1.128,34.385,0.797,1.0,0.0,1.0,0.668,0.713,0.778,0.032,0.608,0.699,0.033,0.033,0.039,0.025
8.0,219.802,138.536,208.0,128.0,232.0,149.0,399,399.0,25.918,19.879,0.534,74.184,0.911,1.0,0.168,0.832,0.859,0.866,0.877,0.32,0.882,0.906,0.322,0.076,0.066,0.057
9.0,217.714,176.18,210.0,168.0,226.0,184.0,206,208.0,19.875,13.403,0.601,54.042,0.886,0.99,0.0,1.0,0.796,0.812,0.837,0.276,0.835,0.865,0.039,0.037,0.049,0.021
10.0,222.277,159.75,215.0,155.0,230.0,166.0,148,148.0,15.836,12.141,-0.014,43.799,0.969,1.0,0.0,1.0,0.828,0.83,0.854,0.277,0.861,0.885,0.027,0.033,0.092,0.019
11.0,252.804,95.208,237.0,89.0,270.0,102.0,322,322.0,32.907,12.557,-0.182,78.527,0.656,1.0,0.0,1.0,0.923,0.926,0.928,0.439,0.938,0.954,0.049,0.053,0.019,0.013
12.0,252.736,151.927,248.0,145.0,257.0,159.0,110,110.0,15.585,9.112,-1.3,40.142,0.858,1.0,0.0,1.0,0.767,0.788,0.825,0.179,0.8,0.841,0.018,0.025,0.023,0.011
13.0,255.767,180.367,252.0,176.0,260.0,185.0,60,60.0,10.767,7.228,1.032,27.728,0.981,1.0,0.0,1.0,0.782,0.791,0.808,0.261,0.83,0.855,0.034,0.028,0.038,0.025
14.0,265.518,105.447,254.0,100.0,275.0,110.0,170,170.0,21.804,10.207,-0.016,52.627,0.771,1.0,0.0,1.0,0.923,0.919,0.922,0.452,0.947,0.954,0.038,0.041,0.035,0.023
15.0,262.733,167.213,257.0,163.0,267.0,172.0,75,76.0,10.864,9.122,0.324,31.556,0.946,0.987,0.0,1.0,0.76,0.773,0.808,0.22,0.781,0.823,0.042,0.042,0.022,0.021
18.0,306.047,113.249,298.0,106.0,314.0,120.0,193,193.0,19.105,12.953,0.613,50.627,0.946,1.0,0.078,0.922,0.886,0.887,0.891,0.373,0.912,0.93,0.239,0.033,0.043,0.057
