"label","row_centroid","col_centroid","min_row","min_col","max_row","max_col","area","convex_area","major_axis_length","minor_axis_length","orientation","perimeter","circularity","solidity","cloud_fraction_ift","ice_fraction_ift","tc_band_1_reflectance","tc_band_4_reflectance","tc_band_3_reflectance","fc_band_7_reflectance","fc_band_2_reflectance","fc_band_1_reflectance","proc_grayscale_std","tc_band_1_std","boundary_gradient","interior_gradient"
1.0,27.918,84.202,13.0,63.0,46.0,106.0,1114,1118.0,46.892,30.667,-1.166,128.569,0.847,0.996,0.0,1.0,0.767,0.784,0.781,0.018,0.776,0.84,0.032,0.031,0.071,0.014
2.0,31.14,18.026,25.0,14.0,39.0,23.0,114,115.0,14.888,10.132,-0.081,40.142,0.889,0.991,0.0,0.965,0.734,0.756,0.759,0.069,0.707,0.771,0.156,0.125,0.198,0.113
3.0,35.667,295.533,31.0,292.0,40.0,299.0,60,60.0,10.082,7.816,0.11,27.314,1.011,1.0,0.0,1.0,0.732,0.755,0.758,0.158,0.724,0.777,0.075,0.061,0.122,0.076
4.0,44.757,129.683,34.0,122.0,53.0,136.0,218,219.0,20.062,14.324,-0.249,56.042,0.872,0.995,0.0,0.991,0.788,0.813,0.819,0.052,0.781,0.837,0.087,0.074,0.2,0.064
5.0,53.206,44.93,38.0,33.0,66.0,57.0,373,385.0,35.616,13.796,-0.623,83.497,0.672,0.969,0.0,0.997,0.751,0.772,0.769,0.034,0.747,0.813,0.063,0.048,0.119,0.035
7.0,65.36,197.568,61.0,191.0,70.0,205.0,125,125.0,15.193,10.733,-1.541,41.899,0.895,1.0,0.0,0.976,0.71,0.722,0.731,0.07,0.688,0.758,0.131,0.102,0.105,0.085
9.0,85.429,331.87,76.0,325.0,95.0,339.0,247,247.0,20.553,15.405,0.209,57.213,0.948,1.0,0.0,1.0,0.746,0.758,0.76,0.139,0.749,0.812,0.05,0.042,0.108,0.031
10.0,84.789,202.992,78.0,197.0,91.0,209.0,133,133.0,14.332,12.103,0.831,42.385,0.93,1.0,0.0,0.992,0.725,0.739,0.743,0.084,0.714,0.775,0.102,0.081,0.091,0.058
11.0,102.083,10.519,95.0,5.0,109.0,17.0,156,156.0,15.937,12.603,-0.546,44.971,0.969,1.0,0.0,0.981,0.731,0.752,0.754,0.041,0.731,0.792,0.107,0.087,0.121,0.055
12.0,119.39,289.799,104.0,279.0,134.0,302.0,413,422.0,35.591,15.088,0.586,86.083,0.7,0.979,0.0,0.998,0.759,0.777,0.779,0.118,0.767,0.828,0.062,0.055,0.081,0.033
13.0,114.569,349.431,109.0,346.0,120.0,353.0,65,65.0,11.845,7.015,-0.45,29.556,0.935,1.0,0.0,1.0,0.719,0.736,0.735,0.132,0.697,0.762,0.1,0.083,0.109,0.097
14.0,121.59,254.915,116.0,249.0,128.0,260.0,117,117.0,13.97,10.872,-0.536,39.556,0.94,1.0,0.0,1.0,0.755,0.772,0.771,0.09,0.756,0.819,0.031,0.029,0.095,0.031
15.0,127.825,239.683,121.0,232.0,136.0,247.0,183,184.0,17.014,13.917,0.885,49.456,0.94,0.995,0.0,0.984,0.742,0.762,0.773,0.079,0.739,0.812,0.093,0.074,0.082,0.038
16.0,139.852,320.704,136.0,318.0,144.0,324.0,54,54.0,9.635,7.237,-0.307,25.071,1.08,1.0,0.0,1.0,0.641,0.664,0.669,0.117,0.61,0.668,0.05,0.053,0.101,0.043
18.0,151.676,157.426,146.0,151.0,158.0,165.0,148,150.0,14.407,13.294,-1.159,45.799,0.887,0.987,0.0,1.0,0.744,0.755,0.755,0.036,0.738,0.794,0.06,0.052,0.104,0.043
19.0,158.746,322.003,146.0,313.0,170.0,331.0,339,340.0,25.225,17.713,-0.569,72.284,0.815,0.997,0.0,0.997,0.769,0.784,0.781,0.042,0.771,0.826,0.054,0.047,0.113,0.029
20.0,158.027,279.622,150.0,270.0,168.0,290.0,262,267.0,22.452,15.404,0.783,62.698,0.838,0.981,0.0,1.0,0.751,0.774,0.773,0.059,0.757,0.809,0.058,0.05,0.121,0.041
23.0,213.934,264.59,207.0,260.0,220.0,270.0,122,123.0,15.336,10.405,0.535,40.728,0.924,0.992,0.0,0.967,0.713,0.73,0.735,0.04,0.702,0.756,0.128,0.103,0.1,0.073
24.0,230.53,377.765,221.0,373.0,239.0,383.0,166,166.0,19.944,10.729,-0.104,48.971,0.87,1.0,0.0,0.97,0.728,0.759,0.758,0.066,0.706,0.774,0.134,0.104,0.134,0.082
25.0,232.067,201.867,226.0,197.0,237.0,206.0,90,90.0,11.952,9.911,0.3,34.142,0.97,1.0,0.0,0.978,0.739,0.754,0.761,0.044,0.727,0.793,0.101,0.082,0.082,0.065
26.0,251.235,235.368,247.0,231.0,255.0,240.0,68,68.0,11.275,7.757,1.034,29.314,0.994,1.0,0.0,1.0,0.756,0.783,0.782,0.086,0.742,0.797,0.062,0.053,0.175,0.089
28.0,288.175,190.948,282.0,184.0,294.0,198.0,154,154.0,15.535,12.816,-1.371,45.556,0.932,1.0,0.0,1.0,0.7,0.723,0.726,0.035,0.697,0.748,0.078,0.07,0.082,0.045
