"label","row_centroid","col_centroid","min_row","min_col","max_row","max_col","area","convex_area","major_axis_length","minor_axis_length","orientation","perimeter","circularity","solidity","cloud_fraction_ift","ice_fraction_ift","tc_band_1_reflectance","tc_band_4_reflectance","tc_band_3_reflectance","fc_band_7_reflectance","fc_band_2_reflectance","fc_band_1_reflectance","proc_grayscale_std","tc_band_1_std","boundary_gradient","interior_gradient"
1.0,24.964,217.905,18.0,205.0,30.0,233.0,252,255.0,26.927,12.305,1.459,68.284,0.679,0.988,0.0,1.0,0.807,0.811,0.819,0.276,0.861,0.874,0.016,0.015,0.01,0.01
2.0,41.464,215.464,36.0,207.0,47.0,222.0,138,138.0,15.701,11.885,1.524,44.971,0.857,1.0,0.0,1.0,0.824,0.832,0.829,0.299,0.878,0.886,0.009,0.009,0.009,0.005
3.0,42.224,234.418,37.0,225.0,47.0,252.0,170,173.0,27.298,9.291,-1.529,63.728,0.526,0.983,0.0,1.0,0.824,0.826,0.826,0.32,0.875,0.887,0.01,0.01,0.006,0.005
4.0,82.675,146.292,67.0,127.0,93.0,161.0,514,531.0,38.419,17.839,-1.009,98.74,0.662,0.968,0.0,1.0,0.889,0.889,0.889,0.33,0.926,0.936,0.01,0.01,0.006,0.003
5.0,131.406,324.088,98.0,314.0,164.0,338.0,717,804.0,66.955,14.798,0.292,153.604,0.382,0.892,0.0,1.0,0.833,0.836,0.844,0.374,0.881,0.895,0.016,0.016,0.01,0.005
6.0,138.575,266.812,124.0,254.0,155.0,278.0,464,476.0,34.986,18.076,0.634,90.669,0.709,0.975,0.0,1.0,0.813,0.817,0.825,0.333,0.863,0.879,0.013,0.014,0.006,0.004
7.0,154.802,283.028,144.0,277.0,164.0,290.0,177,193.0,22.113,11.821,0.237,59.213,0.634,0.917,0.0,1.0,0.808,0.812,0.819,0.353,0.856,0.87,0.01,0.01,0.007,0.004
8.0,172.716,297.839,163.0,292.0,181.0,302.0,155,155.0,18.736,11.175,-0.098,48.385,0.832,1.0,0.0,1.0,0.823,0.827,0.834,0.403,0.872,0.885,0.007,0.008,0.009,0.005
9.0,189.897,278.631,175.0,265.0,206.0,290.0,407,413.0,36.196,15.791,0.713,90.912,0.619,0.985,0.0,1.0,0.839,0.842,0.848,0.404,0.886,0.899,0.01,0.011,0.009,0.004
10.0,224.807,318.609,205.0,289.0,246.0,360.0,1154,1297.0,79.322,21.133,1.132,186.581,0.417,0.89,0.0,1.0,0.828,0.832,0.836,0.393,0.875,0.89,0.022,0.024,0.009,0.004
11.0,291.305,70.395,280.0,59.0,305.0,82.0,403,422.0,31.193,17.132,0.826,82.527,0.744,0.955,0.0,1.0,0.858,0.862,0.87,0.326,0.899,0.915,0.017,0.017,0.007,0.005
12.0,315.243,55.197,299.0,38.0,334.0,77.0,700,778.0,46.524,21.255,-0.899,121.882,0.592,0.9,0.0,1.0,0.84,0.844,0.854,0.334,0.882,0.898,0.018,0.018,0.011,0.006
13.0,335.67,96.642,327.0,92.0,344.0,101.0,109,110.0,17.679,8.252,0.217,44.042,0.706,0.991,0.0,1.0,0.837,0.841,0.848,0.345,0.877,0.893,0.022,0.022,0.01,0.014
