"label","row_centroid","col_centroid","min_row","min_col","max_row","max_col","area","convex_area","major_axis_length","minor_axis_length","orientation","perimeter","circularity","solidity","cloud_fraction_ift","ice_fraction_ift","tc_band_1_reflectance","tc_band_4_reflectance","tc_band_3_reflectance","fc_band_7_reflectance","fc_band_2_reflectance","fc_band_1_reflectance","proc_grayscale_std","tc_band_1_std","boundary_gradient","interior_gradient"
1.0,247.963,78.098,242.0,75.0,254.0,81.0,82,82.0,13.991,7.482,-0.021,33.071,0.942,1.0,0.0,1.0,0.716,0.738,0.731,0.026,0.697,0.771,0.025,0.023,0.033,0.018
2.0,251.333,61.483,247.0,57.0,256.0,65.0,60,60.0,9.843,8.278,0.003,28.142,0.952,1.0,0.0,1.0,0.719,0.738,0.732,0.024,0.701,0.766,0.01,0.012,0.035,0.013
3.0,254.466,30.172,251.0,25.0,258.0,34.0,58,58.0,10.434,7.164,0.982,27.692,0.95,1.0,0.0,1.0,0.709,0.732,0.724,0.043,0.68,0.763,0.02,0.019,0.035,0.024
6.0,261.567,84.03,258.0,79.0,266.0,89.0,67,67.0,10.952,7.942,-0.969,28.971,1.003,1.0,0.0,1.0,0.71,0.726,0.722,0.027,0.686,0.761,0.028,0.029,0.03,0.02
7.0,262.75,117.607,258.0,113.0,268.0,123.0,84,84.0,11.261,9.642,-0.438,32.971,0.971,1.0,0.0,1.0,0.719,0.73,0.726,0.045,0.689,0.761,0.024,0.028,0.073,0.028
9.0,265.517,169.51,261.0,162.0,272.0,178.0,145,145.0,16.866,11.287,-1.426,44.627,0.915,1.0,0.0,1.0,0.725,0.746,0.739,0.027,0.706,0.787,0.033,0.034,0.039,0.029
10.0,270.901,126.495,266.0,121.0,275.0,133.0,91,91.0,12.259,9.618,1.493,34.385,0.967,1.0,0.0,1.0,0.732,0.751,0.734,0.036,0.712,0.782,0.027,0.024,0.072,0.025
12.0,273.963,217.568,268.0,214.0,280.0,221.0,81,81.0,12.868,8.104,-0.275,32.728,0.95,1.0,0.0,1.0,0.702,0.718,0.714,0.026,0.682,0.753,0.032,0.029,0.039,0.035
13.0,277.763,41.034,269.0,24.0,290.0,55.0,502,513.0,33.384,20.193,1.449,91.284,0.757,1.022,0.0,1.0,0.713,0.732,0.718,0.023,0.692,0.775,0.024,0.024,0.053,0.017
15.0,274.059,113.706,271.0,110.0,277.0,118.0,51,51.0,9.422,6.915,1.232,24.485,1.069,1.0,0.0,1.0,0.697,0.712,0.708,0.047,0.677,0.72,0.052,0.049,0.069,0.046
17.0,282.916,124.445,277.0,119.0,290.0,130.0,119,122.0,13.75,11.552,0.216,41.556,0.866,1.025,0.0,1.0,0.709,0.726,0.716,0.031,0.692,0.765,0.022,0.024,0.056,0.016
