"label","row_centroid","col_centroid","min_row","min_col","max_row","max_col","area","convex_area","major_axis_length","minor_axis_length","orientation","perimeter","circularity","solidity","cloud_fraction_ift","ice_fraction_ift","tc_band_1_reflectance","tc_band_4_reflectance","tc_band_3_reflectance","fc_band_7_reflectance","fc_band_2_reflectance","fc_band_1_reflectance","proc_grayscale_std","tc_band_1_std","boundary_gradient","interior_gradient"
1.0,18.883,206.333,9.0,198.0,26.0,214.0,222,222.0,19.731,14.915,-0.845,56.627,0.87,1.0,0.0,0.995,0.82,0.821,0.852,0.081,0.868,0.874,0.064,0.047,0.09,0.037
2.0,21.507,156.587,15.0,154.0,29.0,160.0,75,75.0,14.622,6.736,-0.15,34.728,0.781,1.0,0.0,1.0,0.76,0.764,0.781,0.057,0.797,0.833,0.028,0.032,0.034,0.021
3.0,31.712,43.961,19.0,25.0,47.0,61.0,829,833.0,37.105,28.858,1.412,109.255,0.873,0.995,0.0,0.973,0.772,0.778,0.804,0.07,0.796,0.83,0.079,0.075,0.102,0.033
4.0,25.426,174.907,22.0,170.0,29.0,180.0,54,54.0,11.973,5.758,0.94,27.349,0.907,1.0,0.0,1.0,0.802,0.802,0.834,0.083,0.855,0.872,0.023,0.021,0.028,0.023
5.0,33.2,104.984,26.0,98.0,41.0,112.0,185,186.0,17.075,13.893,-0.711,49.456,0.95,0.995,0.0,1.0,0.751,0.764,0.792,0.345,0.764,0.811,0.07,0.065,0.074,0.041
6.0,32.566,73.108,28.0,69.0,37.0,77.0,83,83.0,10.837,9.869,-0.088,31.657,1.041,1.0,0.0,0.988,0.723,0.747,0.787,0.237,0.717,0.771,0.046,0.049,0.126,0.054
7.0,35.703,171.977,28.0,166.0,43.0,180.0,172,172.0,16.339,13.749,0.782,48.042,0.936,1.0,0.0,1.0,0.792,0.793,0.822,0.042,0.831,0.859,0.019,0.02,0.08,0.012
8.0,36.09,85.925,29.0,80.0,42.0,92.0,133,133.0,14.104,12.246,0.162,42.385,0.93,1.0,0.0,1.0,0.751,0.767,0.806,0.324,0.777,0.811,0.04,0.039,0.1,0.04
9.0,37.365,203.164,29.0,193.0,45.0,213.0,304,308.0,23.761,16.81,-1.215,67.556,0.837,0.987,0.0,0.997,0.793,0.792,0.823,0.059,0.839,0.857,0.055,0.044,0.078,0.02
10.0,41.196,185.162,30.0,179.0,50.0,189.0,148,152.0,22.463,8.908,-0.265,52.385,0.678,0.974,0.0,1.0,0.789,0.789,0.82,0.059,0.832,0.859,0.032,0.028,0.05,0.026
