"label","row_centroid","col_centroid","min_row","min_col","max_row","max_col","area","convex_area","major_axis_length","minor_axis_length","orientation","perimeter","circularity","solidity","cloud_fraction_ift","ice_fraction_ift","tc_band_1_reflectance","tc_band_4_reflectance","tc_band_3_reflectance","fc_band_7_reflectance","fc_band_2_reflectance","fc_band_1_reflectance","proc_grayscale_std","tc_band_1_std","boundary_gradient","interior_gradient"
1.0,44.627,350.247,26.0,342.0,64.0,359.0,515,515.0,38.523,17.159,-0.061,94.184,0.73,1.0,1.0,0.0,0.879,0.881,0.889,0.658,0.916,0.929,0.0,0.016,0.0,0.0
2.0,85.832,293.34,74.0,286.0,99.0,302.0,309,310.0,27.506,14.64,-0.355,69.698,0.799,0.997,1.0,0.0,0.876,0.879,0.887,0.663,0.914,0.924,0.0,0.014,0.0,0.0
3.0,118.639,316.498,89.0,299.0,148.0,335.0,1800,1817.0,62.187,37.131,-0.068,165.64,0.824,0.991,1.0,0.0,0.883,0.887,0.891,0.658,0.919,0.932,0.0,0.014,0.0,0.0
4.0,150.669,257.26,136.0,247.0,165.0,267.0,423,423.0,27.492,19.824,-0.093,78.669,0.859,1.0,1.0,0.0,0.866,0.867,0.87,0.636,0.9,0.917,0.0,0.037,0.0,0.0
5.0,189.329,271.494,176.0,247.0,204.0,296.0,1127,1128.0,50.954,28.87,1.452,133.497,0.795,0.999,1.0,0.0,0.872,0.879,0.88,0.645,0.906,0.926,0.0,0.028,0.0,0.0
6.0,197.698,220.338,189.0,214.0,207.0,227.0,222,222.0,20.574,13.864,0.229,54.971,0.923,1.0,1.0,0.0,0.809,0.811,0.811,0.506,0.823,0.868,0.0,0.089,0.0,0.0
7.0,216.286,238.978,201.0,227.0,231.0,249.0,493,493.0,31.839,19.973,-0.37,85.255,0.852,1.0,1.0,0.0,0.855,0.856,0.859,0.541,0.887,0.906,0.0,0.057,0.0,0.0
8.0,224.061,328.058,214.0,315.0,234.0,341.0,411,411.0,29.177,18.241,-1.178,79.491,0.817,1.0,1.0,0.0,0.873,0.877,0.884,0.656,0.91,0.923,0.0,0.016,0.0,0.0
9.0,230.973,262.19,223.0,255.0,240.0,271.0,226,226.0,17.616,16.679,0.056,54.87,0.943,1.0,1.0,0.0,0.862,0.865,0.867,0.655,0.895,0.916,0.0,0.04,0.0,0.0
10.0,244.028,226.757,225.0,211.0,262.0,242.0,787,790.0,44.01,23.355,0.62,113.154,0.772,0.996,1.0,0.0,0.826,0.831,0.832,0.523,0.857,0.885,0.0,0.069,0.0,0.0
11.0,255.503,261.049,243.0,254.0,266.0,270.0,306,306.0,24.835,15.946,0.347,66.284,0.875,1.0,1.0,0.0,0.857,0.858,0.859,0.645,0.891,0.913,0.0,0.053,0.0,0.0
12.0,265.58,333.078,250.0,321.0,285.0,349.0,746,746.0,37.357,26.474,-0.315,106.083,0.833,1.0,1.0,0.0,0.865,0.867,0.875,0.66,0.903,0.918,0.0,0.026,0.0,0.0
13.0,292.004,273.997,272.0,256.0,310.0,293.0,1056,1061.0,42.233,32.203,0.71,123.054,0.876,0.995,1.0,0.0,0.852,0.854,0.853,0.65,0.888,0.906,0.0,0.05,0.0,0.0
